offer_id,category,cluster_id,brand,title,description,price,specTableContent
14828299,Camera_and_Photo,4659149,"""Chromo Inc""@en-US"," ""Chromo 216 LED CI-216 Dimmable Ultra High Power Panel / Camcorder Video Digital SLR Camera Light for Canon, Nikon, Pentax, Panasonic,SONY, Samsung and Olympus Cameras""@en-US ""On-Camera Lights | Come As You Arts""@en-US","""This Chromo IncÂ® super lightweight 216-LED 216PCS video light is perfect for Videotaping and Photography. Either for light setups or supplement lighting this Chromo IncÂ® light can be adjusted to offer professional effects. Chromo IncÂ® 216-LED 216PCS Light includes - 1 x Chromo IncÂ® 216 Adjustable High Power Light 1 x Adjustable Hot Shoe Connector 1 x Battery Adapter 3 x Light Filters Chromo IncÂ® is a registered U.S. Trademark under Serial Number 85524492""@en-US ",,
13791473,Camera_and_Photo,1692224,"""Canon""@en-US"," ""Canon LC-E6 Battery Charger for Canon EOS 5D Mark II, 7D & 60D Digital SLR""@en-US ""Accessories - Page 19 | EISF""@en-US","""The Canon LC-E6 battery charger is designed for use with the LP-E6 battery pack, which powers the Canon EOS 5D Mark II, 5D Mark III, 7D and 60D digital SLR cameras. This unit can be used to charge a battery for these cameras from a standard electrical outlet. It operates on 100-240VAC power. Its 2-prong US plug goes directly into a wall outlet, so no power cord is required.""@en-US ",,
15138636,Camera_and_Photo,303983,," ""2-Megapixel Panoramic Wireless Cloud Camera""@fi ""DCS-6010L 2-Megapixel Camera | D-Link Finland""@fi","""
              The DCS-6010L 2-Megapixel Panoramic Wireless Cloud Camera is a mydlink™-enabled IP Surveillance camera built with a fisheye lens and a 2 megapixel sensor, making it ideal for monitoring large areas with a single camera.
				
					
					
						
							Download the datasheet.
						
					
				
              
				 
	                        List Retailers
	                        
				      
              
            ""@fi ",, Version Description Date 1.15.03 Release notes included 15.11.2016 Download 1.14.00 Release notes included 16.10.2015 Download Firmware Release notes included 1.13.00 Firmware Release notes included 6.10.2015 Download Firmware Release notes included 1.12.02 Firmware Release notes included 15.5.2015 Download Version Description Date DNR_2020_04P_Cam_Support_list DNR-2020-04P Camera Support List 22.9.2016 Download Quick_Guide_Cameras_DEU Quick Guide on mydlink Cameras 11.7.2014 Download DEU_IP_Surveillance_Cheat_Sheet - 6.6.2014 Download How_to_enable_Java_on_Mac_OS_X_for_mydlink How to enable Java on Mac OS X for mydlink 12.8.2013 Download Declaration of conformity Declaration of conformity 14.8.2012 Download
2399067,Camera_and_Photo,11992857,," ""Kamera GoPro Hero3 Silver""@id Silver | Variasi MX""@id","""Kamera GoPro Hero3 Silver""@id ",,
11845761,Camera_and_Photo,2400176,," ""D-Link DCS-2332L""","""D-Link DCS-2332L, IP, Extérieur, Boîte, Noir, Blanc, Résistant à l’eau, 1280 x 800 pixels"" ",,
5120480,Camera_and_Photo,421980,," ""Canon Interface Cable IFC-400PCU""@en IFC-400PCU (9370A001)""@en",,,
17239248,Camera_and_Photo,3477366,," ""Veho VCC-005-MUVI-HDPRO Mini HD Body Camera/Action Camcorder""@en "" Consumer Video Cameras | Unique Photo ""@en","""
	Sensa Wireless Remote
	Universal In-Car Mounting Kit
	5MP 1080p HD video
	Start/Stop/Snapshot Remote control
	170 degree wide angle lens
	1400mAh Internal rechargeable lithium battery
	Continuous 3 hours recording time
	Includes 8Gb Micro SD card
	1.5 inch viewfinder/review LCD, Touch panel control
	Self-timer, digital zoom, noise activation
	Works with all standard MUVI Mounting options
	Optional date and time stamp

""@en ",,
1801899,Camera_and_Photo,1587686,"""Fujifilm"""," ""Fujifilm 4 GB SDHC Class 10 Flash Memory Card"" ""Camera & Photo Accessories - Page 3251 | All Tech Toys""","""FUJIFILM Ultra Performance SDHC class 10 cards are the ideal Choice for D-SLR digital cameras, shooting HD movies, and Fast-action photography. Available in a fill range of capacities - SDHC 4GB 32GB"" ",,
10010468,Camera_and_Photo,7662050,"""Transcend"""," ""Transcend 32 GB Class 10 SDHC Flash Memory Card (TS32GSDHC10E)"" ""Camera & Photo Accessories - Page 3 | All Tech Toys""","""Transcend TS32GSDHC10 Secure Digital High Capacity (SDHC) TS32GSDHC10 Flash Memory"" ",,
1812810,Camera_and_Photo,765542,," ""Sony Cyber-shot Digital Camera RX100 II, 20.2MP, Black""@en II 20.2MP Black (DSCRX100M2/B)""@en",,,
13947642,Camera_and_Photo,15650048,," ""GoPro Side Mount - support system adhesive mount"" "" GoPro mount AHEDM-001 Digital Camera Accessories CDWG.com","""Attach your GoPro camera to the side of helmets, vehicles, gear and more. 3-way pivot adjustability makes aiming easy."" ",,
3707004,Camera_and_Photo,1490173,"""Sony""@en-US"," ""Sony Alpha a6000 Mirrorless Digital Camera - Body only""@en-US ""Digital Cameras Page 4 | EISF""@en-US","""79-point focal plane phase-detection AF sensor. The compact, lightweight camera delivers superb image quality - via newly developed 24.3-effective-megapixel (approx.) Exmor APS HD CMOS sensor and BIONZ X image processing engine - as well as highly intuitive operation thanks to an OLED Tru-Finder and two operation dials.""@en-US ",,
907076,Computers_and_Accessories,120188,," ""Polycom Interface Module SS2"" "" Polycom SS2 - 2305-06415-601 Hardware Upgrade/PC Cards CDW.com","""Interface Module for SoundStation 2 Avaya 2490 conference phone"" ",,
711742,Camera_and_Photo,190717,," ""Fujifilm Instax Mini 8 Instant Film Camera (Yellow) (B00AWKJPOK | - Yellow 074101102291)""@en ""Best Deals Fujifilm Budkoo!""@en","""
        New slimmer and lighter body
        Automatic exposure measurement.  The camera signals the recommended aperture setting with a flashing LED.  This helps capture the perfect photo every time.
        New High-Key mode - Take brighter pictures with a soft look - perfect for portraits.
        New improved viewfinder for greater clarity and visibility.
      ""@en ",, Name Value Binding Electronics Catalog Number List 1000050651 16273441 122550 Creator FUJIFILM Ean List 0071020422394 0074101102291 Is Memorabilia 0 Label Fujifilm Model Instax Mini 8 - Yellow Package Dimensions 2 x 6 x 0 x 5 Part Number Instax Mini 8 - Yellow Publisher Fujifilm Studio Fujifilm Upc 074101102291 Warranty ONE YEAR Name Value Brand Fujifilm Color Yellow Ean 0071020422394 Is Autographed false Item Dimensions 5 x 3 x 0 x 5 Languages EnglishUnknown Manufacturer Fujifilm Mpn Instax Mini 8 - Yellow Package Quantity 1 Product Group Photography Product Type Subcategory instant Size none Title Fujifilm Instax Mini 8 Instant Film Camera (Yellow) Upc List 074101102291 071020422394 Name Value Binding Electronics Catalog Number List 1000050651 16273441 122550 Creator FUJIFILM Ean List 0071020422394 0074101102291 Is Memorabilia 0 Label Fujifilm Model Instax Mini 8 - Yellow Package Dimensions 2 x 6 x 0 x 5 Part Number Instax Mini 8 - Yellow Publisher Fujifilm Studio Fujifilm Upc 074101102291 Warranty ONE YEAR Name Value Brand Fujifilm Color Yellow Ean 0071020422394 Is Autographed false Item Dimensions 5 x 3 x 0 x 5 Languages EnglishUnknown Manufacturer Fujifilm Mpn Instax Mini 8 - Yellow Package Quantity 1 Product Group Photography Product Type Subcategory instant Size none Title Fujifilm Instax Mini 8 Instant Film Camera (Yellow) Upc List 074101102291 071020422394
8823650,Camera_and_Photo,2400176,," ""D-Link DCS-2332L Cámara de Seguridad HD WiFi Visión Nocturna""@es Nocturna |PcComponentes ""@es",,,
14285045,Camera_and_Photo,64557,," ""Videocamera di sorveglianza mydlink™ WirelessAC Mini-Bullet HD Day/Night""@it Day/Night DCS-7000L | D-Link Italia""@it","""
              La DCS-7000L è una videocamera di sorveglianza IP dalle dimensioni estremamente ridotte, compatibile con mydlink™ per la sorveglianza 24 ore su 24. La tecnologia Wireless AC integrata garantisce uno streaming più fluido e una superiore affidabilità; e grazie alla compatibilità con mydlink™, è possibile tenere sotto controllo le cose anche da smartphone o tablet.
				
					
					
						
							Download the datasheet.
						
					
				
              
				 
	                        Elenco negozi
	                        
				      
              
            ""@it ",, Versione Descrizione Data 1.05.02 Firmware 20/10/2016 Download 1.02.05 Firmware 19/10/2015 Download 1.03.00 Firmware 16/10/2015 Download Firmware Release notes included 1.01.01 Firmware Release notes included 09/01/2015 Download Firmware Release notes included 1.00.04 Firmware Release notes included 25/11/2014 Download
5925421,Camera_and_Photo,4150232,," ""Camera IP Wi-fi hồng ngoại không dây WTC IP9506"" Nhà Phân Phối Camera WinTech"" IP9506","""Camera IP Wi-fi hồng ngoại không dây WTC IP9506-       Chuẩn nén hình ảnh: H.264.-       Độ phân giải hình ảnh: 1.3 Megapixel.-       Ống kính: 3.6mm.-       Số đèn LED hồng ngoại: 10 đèn Ø5mm. "" ",,
17145597,Camera_and_Photo,7365014,," "" 14.1 Megapixel Lumix Digital Camera DMC-FX75S ""@en, ""@en ""Panasonic Product Support - DMC-FX75S""@en","""
Features

  Zoom: Easily bring your images closer without losing picture quality in an ultra compact camera
  3.0"" Touch Screen LCD: Control all of your camera functions on a large easy to read LCD screen
  Sonic Speed AF: Quickly focus in on the action as it is taking place
  Silver

""@en ",,
16600473,Camera_and_Photo,4962997,," ""Sigma 70-300mm f/4-5.6 DG OS Telephoto Zoom for Pentax AF Digital SLR Cameras""@en Cameras - Fumfie.com""@en",,,
13774363,Camera_and_Photo,13644355,," "" Cámara CANON EOS Rebel T5i ""@es ""Cámara + Memoria 8GB Alkosto Tienda Online""@es","""
                            
Mega Pixeles:18
Zoom óptico: Digital
Pantalla LCD: 3 Pulgadas
Detector de rostros y sonrisas
                        ""@es ",, Marca CANON Megapixeles 18 MP TAMAÑO DE PANTALLA 3 Pulgadas DETECTOR DE ROSTROS Sí DETECTOR DE SONRISAS Sí COLOR Negro
7259888,Camera_and_Photo,13677918,," ""Panasonic Lumix DMC-LX100 12.8 MP Compact Digital Camera - Black""@en ""PowerSellerDigital.com""@en","""Null""@en ",,
10758350,Camera_and_Photo,1126523,," ""Canon - EF-S 55-250mm f/4-5.6 IS STM Telephoto Zoom Lens for Select Canon Cameras Black""@en-US","""Snap sharp, vibrant photos at a distance with this Canon EF-S 8546B002 telephoto lens, which features a 55-250mm focal length for flexible zooming and optical image stabilization to reduce the effects of camera shake.""@en-US ",,
3581492,Camera_and_Photo,318478,," ""Nikon EN-EL4A Rechargeable Battery""@en "" Nikon Battery | Digital SLR Camera Aden ""@en Cameras Toronto Canada Store","""
                        The high-capacity Nikon EN-EL4A rechargeable Lithium-ion battery (2500 mAh) works for the Nikon D3, D3s, D3x, D2XS digital camera.
It features Lithium technology, which ensures maximum battery life and maximum power. It also features no memory effect, so you can recharge partially drained batteries without reducing performance.
                    ""@en ",,
8707752,Camera_and_Photo,485794,," ""Fujifilm WLC-X100 Zilver - Prijzen ""@NL Tweakers""@NL",,," Categorie Camera-accessoires Merk Fujifilm Product Fujifilm WLC-X100 Uitvoering Zilver EAN 0074101016246 SKU 16260298 Tweakers ID 371776 Productprijs € 262,- Pakketpost Benelux € 0,- iDeal € 0,- Totaal € 262,- Onjuiste prijs melden"
3457650,Camera_and_Photo,964655,," ""GoPro Wi-fi Remote""@id Remote | Variasi MX""@id","""GoPro Wi-fi Remote""@id ",,
860589,Camera_and_Photo,936704,"""Canon""@en-US"," ""Canon ST-E3-RT Speedlite Transmitter""@en-US ""Remote Triggers | Come As You Arts""@en-US","""Canon Speedlite Transmitter ST-E3-RT 5743B002 Digital Camera Accessories""@en-US ",,
9097895,Camera_and_Photo,857273,," ""GoPro 3-Way Mount""@en Mount | Start Fitness""@en","""
This ultra versatile mount can be used three main ways: as a camera grip, extension arm or tripod. The folding arm is perfect for POV or follow-cam footage, and makes it easy to capture selfies without the mount appearing in the shot.
""@en ",,
5890133,Camera_and_Photo,14386496,"""Canon""@en-US"," "" Canon Battery Charger CG-800 ""@en-US ""Canon | Come As You Arts""@en-US","""  The Canon CG-800 battery charger is used for charging Canon Li-Ion 800-series batteries. This is the replacement charger for the Canon FS10, FS100, FS11, Vixia HF10 and HF100 camcorders. ""@en-US ",, Item Weight 0.36 pounds Item Size 3 x 2.5 x 2.5 inches Package Weight 0.45 pounds Package Size 2.8 x 2.4 x 2.4 inches Units in Package 1
7776082,Camera_and_Photo,859876,," ""Canon EF 100mm f/2.8L Macro IS USM""@en "" Canon USM prime lens for EOS SLR cameras at Crutchfield.com ""@en","""Macro prime lens for Canon EOS SLR cameras""@en ",, General Brand Compatibility Canon Image Stabilization Yes Focal Length 100mm Maximum Aperture f/2.8 Weight 22 ounces Parts Warranty 1 Year Labor Warranty 1 Year
7516973,Camera_and_Photo,221917,," ""Tr�pied 055 - 3 Sections Aluminium MANFROTTO"" sections aluminium"""," sa forme et les matériaux utilisés un réflecteur ou tout au équipement fait du 055XPRO3 trépied extrêmement polyvalent de sorte qu il puisse être placé là où sera le plus facile à voir en ajustant permet la colonne basculer l'horizontal pour ouvrir large éventail possibilités prise vue ""Trépied 055 - 3 sections aluminium Le redéfini standards terme aluminium. Grâce taille avec verrou des puissant stabilité rigidité jambes classique. sélecteur d angle intuitif ergonomique chaque jambe ajustée séparément selon n importe quel offrir liberté positionnement. Un niveau bulle est intégré partie supérieure centrale cadrage précis. tourne librement autour nouveau offre sans précédent. Caractéristiques : La principale caractéristique mécanisme 90° une seule main adapté aussi bien photo vidéo. logé l'intérieur corps compacité restant facilement accessible lorsque vous avez besoin. changement entre position verticale horizontale ne nécessite aucun démontage peut même exécuté appareil fixé. Les sont également très rapides mettre place ajuster grâce système verrouillage Quick Power Lock (QPL) qui bloque débloque section jambes. conception unique QPL utilisation confortable ainsi transformer votre studio mobile. fabriqué Italie par Manfrotto. 25°.46°.66°.88°  attaché 3/8 attachment type brevet pat. pending  rapide couleur noir diamètre tubes 30-26-22.5 mm  tube 28mm  matériau aluminum  charge admissible 9 kg dimension fermé 61 cm hauteur max 170 (Colonne rentrée) 140 min poids 2.500 "" flash soit caché rotule gêne l accès aux réglages monté. haute dispose d'un pas vis Easy Link ajouter accessoire vidéo tels torche LED","""213.9"", ""EUR""", angle des jambes 25°.46°.66°.88°  attaché par 3/8 attachment type brevet pat. pending  colonne centrale rapide couleur noir diamètre des tubes des jambes 30-26-22.5 mm  diamètre du tube de la colonne 28mm  matériau aluminum  charge admissible 9 kg dimension fermé 61 cm hauteur max 170 cm hauteur max (Colonne centrale rentrée) 140 cm hauteur min 9 cm poids 2.500 kg sections 3
12765238,Camera_and_Photo,4632882,"""Kupo""@en"," ""Kupo Hex Stud Female 3/8-16 to 1/4-20""@en 1/4-20 KG001012 - Filmtools""@en","""
Female 3/8-16 to 1/4-20 adapter
""@en ",,
16024685,Camera_and_Photo,9265334,"""Action outdoor"""," ""Action outdoor Suction Cup with Plate"" Goalinn"" Plate kopen en aanbiedingen","""
		Product beschrijving Action outdoor Suction Cup with Plate 
		 
		
			Automatische vertaling
			Originele beschrijving is hier beschikbaar
		
		
		
			Kenmerken:Nieuwe zuignap dat een quick release plaat bevatCamera is aan de zuignap met een clip bevestigd. Hoge kwaliteit en gripHet wordt gebruikt om de camera vast te stellen op de auto, en kunnen veilig worden bevestigd aan uw autoruit, dashboard of dak.
			Bent u op zoek naar Action outdoor Suction Cup with Plate? Alle producten van Action outdoor hebben de beste kwaliteit zodat u van uw activiteiten kunt genieten zonder problemen. Plaats uw Action outdoor Suction Cup with Plate bestelling en ontvang het in een paar dagen. Ons doel bij goalinn is om goede deals voor iedereen bereikbaar te maken. Wij hebben een groot aanbod in  uitrusting en unieke lifestyle artikelen. 
			
				
					
				
				
				 
				
					Klik op de link om meer informatie te krijgen over:
					Specificaties
				
			
			
				
					
				
				
					Klik op de link om meer informatie te krijgen over:
					Gebruiksaanwijzing
				
			
			
				
					Maattabel
				
			
		
	"" ",,
15196619,Camera_and_Photo,376218,"""SONY""@en"," ""Sony Alpha E-Mount FE 24-70mm f/2.8 GM Zoom Lens""@en","""Sony Alpha E-Mount FE 24-70mm f/2.8 GM Zoom Lens""@en ",, Lens Mount: Sony E-mount Full Frame Focal Length: 24-70mm Maximum Aperture: f/2.8 Minimum Aperture: f/22 Maximum Magnification: 0.24x Minimum Focus Distance: 1.25 ft. (.38m) Lens Construction: 18 elements / 13 groups Diaphragm Blades: 9 Focus Type: Auto / Manual Image Stabilization: N/A Filter Size: 82mm Dimensions (Diam. x Length): 3.45 x 5.35 in. (87.6 x 136mm) Weight: 31.25 oz. (886g)
3189483,Camera_and_Photo,12356,," ""CAMARA SONY ILCE A3000 MONTURA TIPO""","""CAMARA SONY ILCE A3000 MONTURA TIPO E 20.1 MP"" ",,
15701832,Camera_and_Photo,1005629,," ""Earthwise CHL91302 Cordless Batteries Reviews & Ratings""@en Ratings @ Mowers Direct.com""@en",,,
15180179,Camera_and_Photo,423272,," ""Sigma 8-16mm F4.5-5.6 DC HSM Ultra-Wide Zoom Lens f/Sony/Minolta Digital SLR""@en SLR - Fumfie.com""@en",,,
10423932,Camera_and_Photo,145420,"""CCTV Camera Pros"""," ""Security Camera System, 4 Dome Infrared Cameras, Internet DVR, iDVR"" System | Cameras""","""

	The SYSPRO-4BI43 security camera system is a high end indoor analog surveillance package with 4 infrared dome cameras.  This complete system is equipped with every cable and connector needed to complete your camera installation. The cameras included in this system are the Sony CCD DPRO-9620VF infrared dome cameras with 620 TV lines of resolution. The IR capability of these cameras is rated at  82 feet. The package comes with black domes by default, but has the option for white domes. Watch a security video demo of the DPRO-9620VF(W) here. 

The 4 channel CCTV DVR that is included with this system is our best selling iDVR E series CCTV DVRs. The DVR comes with a 500GB hard drive for video storage and can be upgraded up to 4 Terabytes. Depending on your recording preferences such as frequency, frame rate, and compression quality, the 500GB hard drive can provide between 3 to 6 weeks of recording before the storage is recycled and the oldest video is recorded over as needed.The iDVR uses the latest H.264 video compression and has many advanced features including motion detection and remote internet viewing. This system may also be accessed remotely from Mac and Windows PCs. Free mobile apps are also available for Android, iPhone, iPod Touch, and iPad devices, and Blackberry. 
This camera system supports 720p HD video. Watch these demo videos to see how the DVR works.

Need a different number of cameras or a mix of various camera types? No problem. You can request a custom quote here.





	
		
		iOS App
		
		
	
	
		
		Android App
		
		
	
	
		
		Mac Software 
		
	





About the DVR

The DVR included with this system is our best selling 4 camera iDVR-E4. Users can upgrade to 8 and 16 camera models if they plan to expand their system in the future beyond 4 cameras. Below are some of the features of the DVR. You can find more details about the DVR here.


	H.264 Video Compression
	Hybrid Design Works with Analog CCTV and AHD CCTV Cameras
	Triplex Function - Simultaneous Record, Playback, and Network Access
	Remote Live View & Playback via iPhone, iPad, and Android Mobile Apps
	Remote Live View & Playback from Mac & Windows Computers
	120 FPS Recording at 960H Resolution - Analog CCTV Cameras
	60 FPS Recording at 720P Resolution - AHD CCTV Cameras
	Supported Recording Modes: Schedule / Continuous / Motion / Alarm
	1 HDMI, 1 BNC Spot, 1 VGA monitor output
	Simple USB Flashdrive Drive Backup / Export
	One Internal SATA Hard Drive (Up to 4TB)
	500GB Hard Drive Included & Installed
	4 BNC Video Inputs - Work with SD and HD CCTV Cameras (AHD)
	4 Channel RCA Audio Inputs for Surveillance Mics
	1 Channel RCA Audio Output
	4 Alarm Inputs / 1 Alarm Relay Output
	10 Simultaneous Remote Users, Free DDNS Support
	Front and Rear USB Ports
	1 eSata Port for External Hard Drive Recording
	Remote Alerts via Email and Mobile App Push Notifications / Push Messages
	Remote Audio Over Network Supported
	Watch dog / Power Failure Recovery
	Firmware upgrade via USB, USB mouse controlled
	RS-485 port supports keyboard controllers for PTZ speed domes
	Dimensions: 300mm (w) x 210mm (H) x 45mm (D)


About the Cameras


	Here are the main features of the DPRO-9620VF indoor dome cameras that are included with this system. You can learn more about this camera here. 


		
    1/3"" Sony Super HAD CCD II
    High Resolution - 700TVL Color / 720 TVL Black and White / 960H DVR Compatible
    Compatible with Analog CCTV and 960H Surveillance DVRs
    2.8mm ~ 12mm Varifocal Auto Iris Lens
    35 IR LEDs can produce up to a 75 to 80ft (25m) effective viewing range
    Smart IR allows for a more balanced infrared lighting
    Indoor black dome base / clear plastic dome cover protects camera
    Motion Detection configuration by enabling or disabling any of it's four detection zones
    Tri-axis mount for ceiling or wall installations
    Infrared for low light and zero light applications
    .01 LUX without IRs / 0 LUX with IRs on
    WDR ( Wide Dynamic Range) for more color balanced images
    Advanced On Screen Display (OSD) controls via push buttons and controls: Light sensitivity, exposure, white balance, day/night, digital noise reduction, color, and sharpness adjustments
   Control the Infrared mode: On/Off, Low, Medium, High settings
    DC Voltage 800mA max power consumption (with LED's on)





Demo Surveillance Videos

    This video demonstrates DPRO-9620VF(W) cameras that are included with this system.


    
    


    Important Note: Click the gear icon in the lower right of the video player and select 720p resolution or 1080p resolution if available so that you can view the video in high definition.




About the Cables


Four sets of 100 foot CCTV camera cables are included with this system. If you need to extend your cable run longer than 100 feet, you should consider upgrading to a RG59 cable spool, connector, and tool kit. This allows you to cut the cable to the exact length that you need.



Hybrid HD Surveillance DVR

	


	The DVR included with this security camera system is an SD / HD hybrid. This means that both traditional analog security cameras and AHD high definition security cameras can be used.


	Here is how it works.


	Originally, CCTV cameras supported D1 resolution which is 704 x 480 pixels.
	Then, 960H CCTV cameras were introduced which support 960 x 480 resolution (a wider format CCTV).
	In 2014, AHD cameras (analog high definition), also known as HD CCTV, was introduced which supports 720p resolution (1280 x 720).
	In 2015, full HD 1080p AHD cameras will be available.
	All of these CCTV video formats work using the same RG59 coax cable to run video from the camera to the DVR. However, the video encoding is different between traditional CCTV (D1 and 960H, also known as standard definition - SD) and AHD.
	This iDVR-E works with both traditional CCTV and AHD cameras. Users can also mix CCTV and AHD cameras on the same recorder (hybrid).
	Important! If both camera types will be used, they need to be grouped in pairs of 2 by type.
	For example, you can have 2 SD cameras on channels 1 and 2, and 2 AHD cameras on channels 3 and 4.
	You can also install SD cameras on all channels or HD cameras on all channels, but again, when you mix technologies, it must be done in groups of two.

You can 
learn more about what AHD is here.



iOS App




The iOS app lets users access the live view of their security cameras from remotely over the Internet. The iOS app works on iPhone and iPad devices. The app also supports remote search and playback of recorded surveillance video footage (video that has already been recorded to the DVR hard drive).




Android App


The Android app has all of the same great features as iOS. Users can view their security cameras live and also play back recorded video footage on the DVR's hard drive.


Mac Software

The Mac client software that is included supports remote viewing and recorded video playback.


Windows Software

The Windows client DVR software supports remote live camera viewing and recorded video playback.


Remote Web Browser Access



In addition to the client applications for Mac and Windows PCs, users can also access their DVR from a web browser.

Demo Videos

Below is a playlist of videos that show many of the features of the DVR included with the security camera system on this page. You can select which video that you want to play by clicking on the PLAYLIST icon in the upper left of the player.


	
	



Custom System Quotes

CCTV Camera Pros can provide a custom surveillance system quote with any number of cameras SD and HD security cameras that you need. As you have probably already seen on our website, we have 2, 4, 8, and 16 camera surveillance systems in pre-made packages. However, it is not possible for us to package up every combination and quantity of all the different camera models that we carry. We can provide you with a custom quote with as many cameras as you need and a mix of any combination of camera model(s) based on your project requirements. 







Request a Demo

	Want to login to one of the HD systems at CCTV Camera Pros warehouse in Florida? Please use form to request demo login information.



RenderWebForm({""TemplateID"":7,""Domain"":""cctv.worketc.com"",""UseCustomCSS"":false,""LoadingMessage"":""Please wait""});
"" ",,
