ltable_id,rtable_id,label
15420911,6994957,1
16778646,13418998,1
15838615,151306,0
4010832,12905852,0
13271347,15914256,0
16182711,2568134,1
5173266,8243957,0
3705669,16756730,1
14167665,11537002,0
17145597,16825738,0
2558175,9167370,0
3634940,12513819,1
15511768,17210073,0
10517333,10087278,1
8773775,2352446,0
10279661,403791,0
11892325,4297794,1
5040853,7033504,0
420871,16281671,1
11923155,9054133,0
3365206,9883208,0
8060435,4748274,0
6057219,13747588,1
10566108,8894367,1
12616697,7575730,1
497196,2261077,1
16559214,778318,1
17481648,3684550,0
777684,9419262,0
3386822,8030713,0
6057219,5410116,0
15170431,13648647,0
14865614,11923155,0
8038628,8994531,0
6099516,187005,0
6247095,11472367,0
9183264,13769506,1
3414086,1137591,0
16934189,13108133,0
7210973,14187697,0
1450037,10418741,0
7456642,12887752,0
9266019,3677213,0
293425,10203762,0
16780159,16314634,1
15976272,5217295,0
8823650,12979262,1
1913054,16281671,0
10766734,1747338,1
12108180,1029684,0
2422312,11495794,0
549897,8449953,0
2518600,14113434,0
8773775,3996507,0
1343030,14457732,0
40968,15809221,0
3127121,13900383,0
3555963,16289934,0
7311226,15780348,0
15618907,12294719,0
15568933,4234469,0
16544708,4748274,0
17484970,7347906,0
11102639,16074836,0
17443168,5204801,0
360442,8017594,0
5038303,15962081,0
2643276,2877808,0
16659664,8131509,1
7456642,56915,1
5410116,3850055,0
5464830,128426,0
17325938,17557492,0
1139124,11013824,0
9098349,16581936,0
7746319,12765238,0
5503256,123661,0
16230917,15824649,0
5363208,5890133,0
4942887,3685781,0
7509384,10698211,0
15218269,6992001,0
7345853,14214324,1
128337,2555761,1
10344510,7690679,0
6082212,14655752,0
759720,9451967,1
6213525,7358314,0
8654686,12239215,0
11737734,8366659,0
13800508,7081948,1
14935779,13900383,0
8921935,17241356,0
12979606,16616691,0
2900433,12887752,0
3765158,13131683,0
11805782,16963047,0
14764622,10758350,1
4760645,6275876,0
1542451,14487607,0
5095034,12799263,0
17520729,11282313,0
17153614,10360265,0
15093283,128426,0
13667323,7341213,0
4560416,4738051,0
3415277,1760020,0
11107799,8246047,0
15231185,17325938,0
16369740,8420324,0
11381633,3612818,0
4886484,2512633,0
528030,587752,0
3127121,12577428,0
14599227,5363208,0
7898608,4571072,0
17080114,15838615,0
7033504,2399067,0
8629945,1137591,0
7938471,12189397,1
12513819,10657225,0
9734824,14931057,0
3937993,7087790,1
14984893,15458992,0
7939283,17119150,0
15856084,6139101,0
9314629,637167,0
3684550,13891749,0
2556860,4234469,1
7938471,9417456,0
5245798,9597761,1
6247095,15480769,1
7974140,3852205,1
4907487,3224732,0
14408449,5204801,0
10530958,15829020,0
4627974,3940599,0
17084373,2953020,0
16289934,11737734,1
11567579,6463278,0
16270963,16583476,0
10344510,5798661,0
67985,13490347,1
420315,4918770,0
17158753,7776082,0
11966281,2837013,0
3437227,13108133,0
7926722,11018052,1
2366322,2754501,0
64501,8707752,0
4423946,8621585,1
507846,2900433,0
655523,369716,0
5275067,5761931,1
4703957,17278376,0
14043538,13732956,0
16848974,17557313,0
9677357,3734958,1
2128045,15641249,0
12089826,14010048,0
16504717,5405210,0
8837710,2957845,1
5064845,1704021,0
8629945,2643276,0
9129726,6875017,0
7660695,5410129,0
15156642,2591476,1
4072658,8112242,0
4913347,9951960,0
5084720,11882662,1
9002894,5637605,0
17306207,16481196,0
11968417,10143444,1
6384750,9541172,0
6458188,12303198,0
14011807,15701832,0
759720,3127460,0
2399067,10130997,0
14458296,14885912,0
9417456,10628030,0
17212057,17544818,1
15349717,4760645,0
3110051,3855725,0
13142276,16971634,1
11381635,5756721,1
6822765,15856084,0
15609965,6092371,0
2585980,15824649,0
3707004,11470113,0
17158753,16756730,0
13563979,12621996,0
11658936,13684177,0
8652901,12765238,0
4864772,8020552,1
6680317,10409416,0
17557274,16126053,1
587752,3581492,0
3831720,14905070,1
12660161,3707004,1
4141582,10837098,0
4246294,11751398,1
16657874,3612818,0
16011361,2770389,0
7666385,16676911,0
12614988,9953373,0
10194321,14408449,1
7170807,8020552,0
12865295,4062127,0
549897,17557468,1
17443168,6369981,0
2046472,16978067,0
6588025,1910496,1
7033504,16791479,0
15539281,5040853,1
13667323,2837080,0
6754545,16363748,1
14083997,14612410,0
15718980,2466712,0
299790,9869444,0
10298465,17270299,0
16533678,2329968,0
1089843,1874398,1
11199184,6163661,0
16273479,15243282,0
6664198,14143144,0
5040853,143494,0
2205260,11923155,0
5769692,7508858,0
15711788,14214324,0
269069,11013824,0
16791479,16684758,0
17100990,8031151,0
8858434,2119494,0
6644036,5084720,0
11331181,949596,0
17500102,5680468,0
4985858,1540822,1
9945355,14360710,0
4913347,14584339,0
10350043,11931730,0
14360710,17000198,0
7326195,16802006,0
9183264,15510982,0
12672550,6247095,0
2953020,2568134,0
8480868,5710101,1
5998821,7832526,1
2156194,8831572,0
7655361,12621996,0
8707752,17293659,0
14623414,10876264,0
11057953,5761931,0
17099899,15641249,0
3779923,11143527,0
13459819,7809733,1
16341546,16666178,0
15728216,17287782,0
6642599,2020131,1
2558175,269069,0
9750518,5931613,0
14050431,5343233,1
6134650,14143144,0
16080418,420871,0
16600473,15374923,0
14091333,4297794,0
15895257,12367685,1
4141582,1782050,1
14807883,16533678,1
11874821,1919493,0
808559,12182724,0
17160200,15374923,0
9953373,9662754,0
14425363,6068989,0
16796606,9472022,0
17213617,3292505,1
7470429,14935779,1
17119150,17378561,0
1410406,11928651,0
4861752,6348576,0
12846578,6889739,1
7604779,4944669,1
1045971,3418223,0
17149043,8186785,0
4543254,9783576,0
4352502,1672777,0
2995858,15089486,0
9708449,17306207,0
15829020,15358227,0
17100556,17340383,0
5204801,17278376,1
11791807,10921507,0
8399969,815038,1
9462904,8947338,0
8815009,6820159,0
4408061,6837620,0
8773775,14929581,1
4107724,4287843,1
14655752,9129726,0
12365838,11331181,1
4518834,7217496,0
748899,2387468,0
2068931,2956284,1
15939779,14885912,0
4653709,5520766,0
16411198,2128045,0
1666864,7993395,0
12930506,13667323,0
16370223,4606447,0
13754486,12765238,0
6505446,12275950,0
12515370,10376095,0
4081057,14798000,0
8366659,6092371,0
16996556,16963047,0
16052185,2148438,0
13501835,11324640,0
15103035,9494304,0
8569714,15995548,0
3118090,11791807,0
13910296,4517570,0
7993395,17241356,0
12696818,16802006,0
10351119,8612867,0
13421872,14967470,0
12108544,13934618,1
3487632,3850055,0
16717086,12760639,0
5325110,4236897,0
14143144,15939779,0
10010468,949596,0
2194978,986838,1
9097981,14910141,0
3261165,15788739,1
15897106,8568281,0
6993819,13891749,0
2292004,2080286,1
15006311,10319549,0
12178149,16235083,1
7970211,7684273,0
9805670,5217295,0
14376651,16230917,1
513182,15718980,0
16545916,16696564,0
8629945,5931545,1
3700593,10285617,0
10468612,15402301,1
17557364,12577428,0
8763361,12597017,0
17536135,4517570,1
8831572,7345853,0
12694113,6134650,1
8188343,14565009,1
11805782,6855352,0
3852205,1660801,0
2018959,11727821,0
16390717,11419402,1
14167665,11346215,0
12294719,15280820,1
14926501,16971634,0
13281665,16684758,0
17508779,5651435,1
13587878,7307858,0
9545139,16971634,0
8839978,7081948,0
16108965,8652901,0
3409439,16215967,0
15064958,14360710,0
711742,7274771,0
9308468,1779762,0
16748015,12895990,0
8571506,9417456,0
5293198,1029684,0
5470738,8693760,1
9991742,17458584,0
17287782,17491172,0
14148871,14203653,0
2020131,587752,0
5998821,9986497,0
2399067,9417456,0
14931057,15561060,0
9597702,8544973,0
4068131,9734824,0
13946120,1274297,0
7158075,7746319,1
8051451,2046472,0
13661108,8248975,1
5461521,11270388,0
12562266,3570439,0
9423225,5343233,0
9834197,1801899,0
2205351,879347,0
13587878,2064112,0
4805290,17127465,0
6575483,2205351,0
13486831,13380313,1
7590508,14552152,0
8612867,7757986,1
7516973,4467189,0
17000198,8612867,0
4567866,6247759,0
3912560,3940599,0
10508541,11057953,1
11549211,6140198,1
9132060,17378561,0
15410020,15962081,0
16722413,8894367,0
5016203,986838,0
6064544,15984193,1
16557089,6889739,0
7663387,12082555,0
17241356,7666385,0
13975564,161803,0
16182711,8020552,0
13099250,17537479,1
6689749,12949239,0
16901344,2396254,1
1015454,15374923,0
8882858,12765238,0
7788118,15089740,1
17500102,17281818,1
12280000,1015454,0
17012576,17160200,0
14599207,14984893,0
16978067,1564627,0
16352473,7426199,1
15635986,12760639,0
4611531,15054489,0
2789424,9805750,0
8127537,6203341,1
6649270,1564627,0
5925421,16548533,0
17557313,7383973,0
8011529,10463315,1
11261764,17267687,0
6837620,13433701,1
10143444,2282830,0
604760,13975564,0
16999928,11869448,1
497196,9293076,0
128426,16901344,0
13098646,2487507,1
16357275,14910141,0
10758350,5280656,0
6092371,16676911,0
11809928,10409416,0
11169144,3206224,1
468856,11954268,1
6139101,13910296,1
10092213,17341458,0
6068989,16007349,1
6801146,12268162,0
748899,938479,1
3368478,10766330,0
11490536,17557280,0
8729772,16937191,0
11381635,10360265,0
11275094,2156194,0
13104562,11455595,0
10675136,8686935,0
4097787,2046472,0
17199455,13888075,0
5739729,14458296,0
13738154,11869448,0
14993396,7607216,1
15050035,9647072,0
14456752,17065532,0
8490425,11599278,0
8544973,3118090,0
15123615,2018959,0
14478975,7514230,1
4185624,9524421,0
15757419,1801899,0
12879299,9082979,0
8017594,3110051,1
13278781,16088835,1
17156537,7491775,1
15453343,12348420,1
7929084,16504717,0
12577428,14113434,1
10168341,10229709,1
13025299,7278430,1
9876597,13271347,0
16241634,8031151,0
7744025,4118525,1
15077277,9890151,0
2837080,3346127,0
10285617,2791863,0
816992,4590980,0
5293198,9390956,0
12681955,11386251,1
15064622,15089486,0
4833746,6875017,0
13321306,17119150,0
14110666,15445362,0
13361964,16662665,0
4403025,6463278,0
8355910,4861752,0
14215695,13888075,0
1871218,11331181,0
12850924,4486875,0
6325426,5656179,0
15943996,7964372,0
9584615,3340196,1
1962842,3930471,0
5022632,10135841,0
16058948,10313580,0
9293076,11102639,0
9597702,12940644,1
15711788,17384615,1
8591328,4345983,0
14133744,12569673,1
16293002,1779762,1
16341546,5855402,0
5363208,15718980,1
16182625,12760639,0
2422312,13684177,0
4611531,15950531,1
16676911,17293659,1
13801573,4097787,0
2770389,14114809,1
7046427,9533475,0
11845761,9953373,0
780364,7951274,0
5206328,4095837,1
4097037,1702628,1
15420911,11918551,0
15103035,17195743,1
5022632,3855725,1
9139432,8612867,0
12108544,16416815,0
9308468,6139101,0
6458188,648338,0
2584447,4284131,1
12822806,369716,0
15701832,8355910,1
17262283,2119494,0
17105062,17340383,0
4886484,2049050,1
3121828,1579658,0
2556792,8521274,1
16646720,16504717,0
2791863,16280292,0
6348576,10732305,0
4107724,16810754,0
11984747,7375891,0
6234519,15620275,1
5229994,5805206,1
8686935,9054133,0
13732956,9417456,0
16890152,14203653,0
16758809,17500102,0
97859,2205378,0
9039467,16108965,1
15867406,9611394,0
10300706,517188,0
3885856,11882662,0
17557275,4624542,0
4729064,13089772,1
17382182,16493351,0
14167665,11931730,0
12944148,13648647,0
1626719,16663035,0
9834197,9129726,0
14370030,10993194,1
5676216,15641774,1
12721711,4025697,0
16045152,11537002,0
13592192,9144589,1
9885546,16646720,0
16458343,7576452,0
8865535,14696283,0
16870056,7114445,0
13502741,11791807,0
11270388,2791863,0
7210973,5246199,1
14584339,4409659,0
6875017,187005,0
16671978,12028465,0
4470589,9366693,1
7993395,3708755,1
8763361,6866563,1
4765722,9533475,0
3769488,16066425,0
5769692,12557044,1
12799263,16289934,0
4701993,8117230,0
9498225,7206117,0
17311733,16504717,1
15089486,12788125,0
16627915,9805750,0
3869145,16101932,0
15678120,12715300,0
4913347,2953020,1
10654429,5704614,0
4218849,17500102,0
7326195,6837620,0
14408595,11942285,0
7773096,17241356,0
7851441,1433352,0
11303383,2625,0
4062127,9883208,0
5192004,6108152,1
16422707,4543586,0
14848629,15218269,0
4118525,17115268,0
8729714,1707457,0
8244606,5038303,0
15077277,11923155,0
16416815,7402991,0
13502741,13113432,0
6458188,7341213,1
1807002,15856084,0
13890232,5791807,0
9997627,14478975,0
6903190,16988985,0
2172951,2466712,1
11791807,10675136,0
9187025,4455515,0
8521274,1137591,0
16541240,15050035,1
1623313,6369981,0
3685781,15999688,0
8757819,1564627,0
7511172,5021403,0
13663416,9500680,0
6968520,15728216,0
1007336,15736881,0
7081948,2585702,0
123661,2240321,0
13328833,5831132,0
16182711,8278060,0
2794977,16557089,0
8131509,128426,0
7167858,12139457,0
4907487,9142280,0
17359100,11931213,0
476880,3525336,0
6032490,15218269,1
4097787,13361964,1
3127228,14079159,0
7818287,16422707,0
4706257,2183502,0
15481784,12597017,1
13098646,1626719,0
14087482,2049050,0
4546165,17210073,0
3769488,8729772,0
12626208,14133744,0
11977947,14133744,0
12750106,827925,1
5217295,6296416,1
692722,3342557,0
1528374,10260985,1
9039467,15818906,0
16270963,15314913,1
11869448,13797692,0
14052528,15166357,0
5925421,14599207,1
15546465,16150456,1
17376831,1306250,0
8571506,16534822,1
3783578,15445362,0
13025299,6082212,0
11331181,8464290,0
13018149,4207901,1
8229193,16382426,0
16255840,12280000,0
16471133,6855352,0
16422707,8384966,0
11918411,13046037,0
8619732,4701993,0
12626208,3340680,0
13476930,11212849,0
10411336,9577155,0
15112262,2877808,1
9240041,5431324,1
15336992,15821724,1
7002932,11719250,0
16234494,13747588,0
2172951,14290530,0
12141375,7939283,1
11107763,7498358,0
5686506,10766330,0
14865614,5095034,1
1139124,17000198,0
902618,7411748,1
15636133,12765238,0
7993395,10758350,0
6466566,5805206,0
6967180,2591476,0
5769692,269069,0
16866433,5931613,1
9997627,13015900,0
5733283,15453343,0
6889739,507846,0
16659664,15118443,0
3738515,15452459,0
7666385,17500102,0
5164260,3951890,0
5805206,3707004,0
1515968,4159955,1
8544973,7345853,0
14370030,6296416,0
12381254,15508575,1
3968498,9471493,1
12142659,11903216,1
2924194,543627,0
4627974,7151181,0
10034241,9132060,0
6032490,13263761,0
3539333,12981473,0
16317315,2168629,0
10786629,10423932,0
8054782,2719436,0
3274000,8038628,0
4665397,16848974,1
16289934,3118090,0
1364974,16937191,0
5480006,5193933,0
16067015,15824649,1
1660801,2194978,0
2925361,10203762,0
11413355,16999928,0
6158219,11102639,1
13225461,2145118,1
4942887,16846789,1
11521104,16103102,0
1026702,8837710,0
16999928,16978067,0
6533958,7778722,1
9099865,12832701,1
17000198,15302057,1
16178812,16780159,0
8031151,16341546,1
15123615,5117571,1
5280656,14906418,0
5985398,7684273,0
2191502,6539307,0
16146484,15422634,1
17557293,9625896,0
11736256,2013090,0
6992001,8569714,1
3996507,15149737,0
9584615,289398,0
10194321,7402991,0
17515599,10634841,0
5329051,17000198,0
11143527,3581492,0
9240041,15180179,0
16074836,5977205,1
9750518,1022937,0
13661108,12141375,0
12905852,9656620,0
128337,10834162,0
4749029,7809733,0
9586536,15165864,0
5756721,6082212,0
4907487,16483710,1
2568547,2633436,0
14492790,5874111,0
16518810,8707752,1
4486875,12734851,0
15641774,169368,0
5704614,2156194,0
1334355,15999688,1
5554882,938479,0
15795082,9274106,0
3538959,16960245,1
9883208,14020069,0
6649270,3765158,1
2995944,4118525,0
16514003,5718389,1
17408848,16931085,0
11942285,14492790,1
15210924,7743600,0
3575863,2296109,0
2183502,6129370,1
13047107,8397352,1
7347906,14944109,0
15548233,9994395,1
7033504,10996029,1
1953037,8480868,0
9647072,15561179,0
11791807,4019508,0
14885912,15809221,0
12690769,11537002,0
2746665,5566545,1
2046472,1937088,1
13797692,9951960,0
10876264,16676911,0
3476417,8765735,1
10360558,15436412,0
15985653,2018959,0
16416815,12672550,1
4665397,14143144,0
4033853,7898608,1
8704165,8972521,0
4833746,14655752,1
7604779,12089826,0
16493351,12694113,0
16705134,7964372,0
12240831,5299054,0
16332181,2729464,0
11013824,543627,0
7580300,16870056,0
15112262,11169144,0
6205401,17277437,0
15985653,8031151,0
4921134,3813800,0
5745889,2018959,1
5204801,17557492,0
17188952,13648647,0
9945355,16422707,0
15521660,16684758,0
13667323,8030713,1
14844190,16280292,0
15608888,11470113,0
10285617,6539307,0
1142727,7939283,0
11727821,9466080,1
9129726,16110879,0
1137591,5410116,0
16363748,5566545,0
10675136,15310118,1
9423225,15841498,1
8686935,353853,1
9983803,1704047,1
8073183,4546165,1
13509664,14638651,0
16399243,14906418,1
4236897,6068989,0
13108133,17526046,1
509582,12597017,0
3940599,7138362,0
8030713,15510982,0
3707004,12799263,0
3651101,10583636,1
5397648,11931213,0
10309406,6819234,1
10345615,16488567,0
14274752,1729599,0
212066,2877808,0
1015454,15180179,0
2837013,10531177,1
14123655,16596645,1
11587569,17340383,0
7778722,14935779,0
17378561,15374923,0
1654411,15882056,1
2018959,12280000,0
11658936,15618907,1
12178149,8246047,0
14160676,12613445,1
14321130,15016075,0
893977,16518810,0
15519505,14054878,0
8085230,17119150,1
158640,5152163,0
1760020,10409416,1
7757986,9293076,0
9664342,11216286,0
17112017,12180667,1
8729714,13101254,1
13801573,9143504,1
15071863,1142727,1
3320610,949596,0
16605116,8046868,1
11127203,16066425,0
9869444,2684776,0
5798661,13864437,0
2956284,10654429,0
4571072,3097981,0
7898608,3325087,0
17091521,16996592,0
8135204,16110879,0
16081060,1707457,0
10130997,2585702,1
9494304,12923509,0
8235053,17415041,0
3189185,13131683,0
14376651,3779923,0
7773096,4627974,1
17491172,11303383,0
9860661,6992001,0
1704021,11199184,1
6394511,3966308,1
17340383,11048986,0
651694,17007159,0
9582030,8741887,0
7766654,10801966,0
5613946,16316250,0
1045971,11490723,1
7498358,5022632,0
16802006,9280558,1
15995548,11013824,0
3685781,9764503,1
15643429,16342483,0
13225849,12904126,1
16652865,17338387,0
4246294,11293534,0
16987556,9586536,0
5953690,17359100,0
10732305,3118090,0
5353683,15210924,1
12765238,11892325,0
9097981,15521660,1
5363208,289398,0
3165375,2568547,1
16965715,16716247,0
9466687,10285617,0
1825800,15561060,1
4352502,15788739,0
3556293,4236897,0
2149871,7351838,0
16535298,16479505,0
3792895,15561158,0
11931213,17341458,0
16963047,11928651,0
6698203,187005,1
5431324,11923155,0
16488567,4918770,1
3572028,13502741,1
16638707,17376831,0
12865295,991907,1
14082693,17267687,0
9274106,17537479,0
5450325,4097787,0
12234996,299790,0
17000198,5977205,0
3172055,13791473,0
16638707,16369740,0
3560973,7926722,0
12750139,10360265,0
12966004,7773096,0
16865895,16856636,1
4234469,8707752,0
7972564,16241634,0
14221438,14505351,0
13805523,15185235,0
14215695,14973250,1
6032490,5084720,0
16659664,3127228,0
11196637,513182,0
13905161,4284131,0
5761931,13747588,0
14556148,16255840,1
212066,5410129,0
