offer_id,category,cluster_id,brand,title,description,price,specTableContent
7964372,Camera_and_Photo,1490173,"""Sony""@en-US"," ""Sony Alpha a6000 Mirrorless Digital Camera - Body only""@en-US ""Mirrorless Cameras | EISF""@en-US","""79-point focal plane phase-detection AF sensor. The compact, lightweight camera delivers superb image quality - via newly developed 24.3-effective-megapixel (approx.) Exmor APS HD CMOS sensor and BIONZ X image processing engine - as well as highly intuitive operation thanks to an OLED Tru-Finder and two operation dials.""@en-US ",,
655523,Camera_and_Photo,134841,"""Canon""@en-US"," ""Canon RC-6 Wireless Remote Controller for Canon XT/XTi, XSi, T1i and T2i Digital SLR Cameras""@en-US ""Accessories - Page 12 | EISF""@en-US","""Canon RC-6 Wireless Remote Controller for Canon XT/XTi, XSi, T1i and T2i Digital SLR Cameras""@en-US ",,
15109280,Camera_and_Photo,7377924,," "" 8.1-Megapixel Digital Camera with 2.5"" LCD, iA Technology, Brown DMC-FX33T ""@en, ""@en ""DMC-FX33T - PanasonicB2C""@en","""
Features
8.1-Megapixel Digital Camera with 3.6x Optical Zoom, Intelligent Auto Technology, 28mm Wide-Angle LEICA Lens and 2.5"" Diagonal LCD, Brown
""@en ",,
13302256,Camera_and_Photo,15350836,," ""Batteria Per Leica GEB121""@it Batteria per Stazioni Totali TPS 1000 e 2000 GEB187 Batterie leica GEB211 Betteria 400/700/800/1100 GEB221 Stazione Totale Ricaricabile Ni-M ""@it GEB121 Gps GEB111","""Batteria Per Leica GEB121""@it ",,
12519443,Camera_and_Photo,907156,"""Panasonic""@en-US"," ""Panasonic VW-VBK360 Li-Ion Battery Pack""@en-US ""Accessories - Page 966 | EISF""@en-US","""LI ION Battery Pack for select Panasonic Models""@en-US ",,
17000198,Camera_and_Photo,1031665,," ""Manfrotto MB PL-3N1-26 Pro Light Rugzak Zwart - Prijzen ""@NL Tweakers""@NL",,," Categorie Cameratassen Merk Manfrotto Product Manfrotto MB PL-3N1-26 Pro Light Rugzak Zwart Uitvoering Zwart EAN 8024221660685 SKU MB PL-3N1-26 Tweakers ID 764509 Productprijs € 154,35 Pakketpost vanaf € 99,- € 5,95 iDeal € 0,50 Totaal € 160,80 Onjuiste prijs melden Productprijs € 179,- Pakketpost € 0,- iDeal € 0,- Totaal € 179,- Onjuiste prijs melden Productprijs € 179,- Pakketpost - Voor 23.59 besteld, morgen gratis thuisbezorgd! € 0,- iDeal € 0,- Totaal € 179,- Onjuiste prijs melden Productprijs € 179,- Pakketpost Nederland € 0,- iDeal € 0,- Totaal € 179,- Onjuiste prijs melden Productprijs € 179,- Pakketpost (vanaf € 50,-) € 0,- iDeal € 0,- Totaal € 179,- Onjuiste prijs melden Productprijs € 229,- Pakketpost € 0,- iDeal € 0,- Totaal € 229,- Onjuiste prijs melden"
14848629,Camera_and_Photo,7524783,," ""Canon GL2 Package 2""@en ""PowerSellerDigital.com""@en","""Null""@en ",,
17356285,Camera_and_Photo,7405501,," "" 10.1 Megapixel Digital Camera with Manual Focus & Zoom Rings, Silver DMC-FZ50S ""@en, ""@en ""Panasonic Product Support - DMC-FZ50S""@en","""
Features
10.1 Megapixel Digital Camera with 12x Optical Zoom, MEGA Optical Image Stabilization and Manual Focus & Zoom Rings, Silver
""@en ",,
16150456,Camera_and_Photo,849711,," ""Used Canon EF-S 55-250mm f/4-5.6 IS II L - Ecellent""@en "" Used Lenses | Unique Photo ""@en","""
	- Zoom Normal-Telephoto 
	-  Image Stabilizer
	- Anti-Flare Super Spectra Lens Coating
	- Ultra-Low Dispersion Lens Element

""@en ",,
9880273,Camera_and_Photo,197207,"""CANON""@en"," ""Canon EOS 6D Digital SLR Camera Body with EF 24-105mm L IS USM Lens""@en","""Canon EOS 6D Digital SLR Camera Body with EF 24-105mm L IS USM Lens""@en ",, Lens Mount: Canon EF (EOS) Focal Length: 24-105mm Maximum Aperture: f/4 Minimum Aperture: f/22 Maximum Magnification: 0.23x (at 105 mm) Minimum Focus Distance: 1.48 ft. / 0.45m Lens Construction: 18 elements in 13 groups Diaphragm Blades: 8 Focus Type: Auto / Manual (Inner focusing system) Image Stabilization: Yes Filter Size: 77mm Dimensions (Diam. x Length): 3.3 x 4.2 in. (83.5 x 107mm) Weight: 23.6 oz. (670g) Other: • Ring USM • 5-group helical zoom system
10227512,Camera_and_Photo,3036,," ""Sony DVM-60PRR Premium - Mini DV tape 3 x 60min"" "" Sony 60min DVM60PRR/3 Audio/Video Media CDWG.com","""Designed for high definition recording and playback, this DVM60PRR digital video cassette (DVC) tapes are ideal for capturing the moment. Each tape provides 60 minutes of quality recording time and features diamond-like carbon coating protective layer, which improves durability and helps prevent shedding and drop out."" ",,
15708200,Camera_and_Photo,299929,," ""Canon - EF 50mm f/1.4 USM Standard Lens Black""@en-US","""Canon EF 50mm f/1.4 USM Standard Lens: This Canon 50mm lens has an unusually large maximum aperture so you can get detailed pictures even in low light without needing a flash. It's excellent for basic portraits and scenic shots, especially at night.""@en-US ",,
8365996,Office_Products,425138,," ""Canon 1900B002 CL-31 Tricolor ink cartridge"" ""Pixma MX series""","""Canon Pixma MP140, MP190, MP210, MP470, MX300, MX310, iP1800, iP2600 Tricolor Inkjet cartridge"" ",,
13909932,Camera_and_Photo,11467710,," ""SanDisk - Extreme 32GB CompactFlash (CF) Memory Card""@en-US","""Store up to 32GB of photos and videos on this SanDisk Extreme memory card that is designed for use with select CF-enabled devices, including most DSLR cameras. An up to 85MB/sec. write speed ensures rapid performance.""@en-US ",,
991907,Camera_and_Photo,13302655,"""Umbro"""," ""Umbro Umbro Classico 4 IN"" IN kopen en aanbiedingen Goalinn""","""
		Product beschrijving Umbro Umbro Classico 4 IN 
		 
		
			Automatische vertaling
			Originele beschrijving is hier beschikbaar
		
		
		
			Kenmerken:Duurzaam gestikte PU bovenmateriaal met klassieke esthetiek.Vaste EVA inlegzool.Gebouwd op Comfort fit laatste.specificaties:ADLT FABRICATION: PU 100%
			Umbro Umbro Classico 4 IN geeft de officiële garantie van het merk Umbro. Als u in onze online  winkel koopt ontvangt u Umbro Umbro Classico 4 IN binnen een paar dagen. Op dit moment is het product op voorraad en is de prijs 25.95 $. Mis deze kans niet!
			
				
					
				
				
				 
				
					Klik op de link om meer informatie te krijgen over:
					Specificaties
				
			
			
				
					
				
				
					Klik op de link om meer informatie te krijgen over:
					Gebruiksaanwijzing
				
			
			
				
					Maattabel
				
			
		
	"" ",,
14376651,Camera_and_Photo,1787672,," ""NIKON SB-700 flash cobra""@fr ""Flash cobra NIKON en stock au meilleur prix - Miss Numerique ""@fr","""
				


Le tout nouveau flash cobra NIKON SB-700 est polyvalent, facile à utiliser, compatible avec les reflex numériques Nikon aux formats FX et DX et avec le système déclairage créatif Nikon.



Extrêmement intuitif, le flash NIKON SB-700 présente une grande variété de fonctions avancées qui vous permettent de gérer en toute facilité la qualité et le sens de la lumière.
Les trois zones dillumination offrent un contrôle total sur la couverture de flash tandis que le mode A:B facilement accessible vous permet de contrôler par voie sans fil plusieurs flashes. 
Grâce à son boîtier compact, il sagit de léquipement idéal pour réaliser des clichés créatifs ou obtenir des images plus équilibrées dans des conditions de lumière difficiles.

Les points forts du flash cobra NIKON SB-700:


	Flash i-TTL (TTL intelligent) polyvalent compatible avec les reflex numériques Nikon aux formats FX et DX et avec le système déclairage créatif Nikon
	
Couverture angulaire à plusieurs étapes : couvre un grand angle de champ entre 24 et 120 mm.
	
	Fonctionnement intuitif : le grand moniteur ACL lisible et les commandes bien placées vous permettent de régler les paramètres en toute facilité.
	
	Nombre guide : 25 (ÉGALE)/28 (STD)/30 (sens des aiguilles dune montre) (format FX, ISO 100, en m, à 35 mm). Nombre guide maximal : 38 (STD, format FX, ISO 100, en m, à 120 mm).
	
	Vous pouvez sélectionner les zones dillumination Pondérée centrale, Égale et Standard selon la situation de prise de vue qui se présente à vous.
	
	Temps de recyclage ultra-rapide : environ 2,5 secondes avec des piles NiMH ou alcalines et environ 3,5 secondes avec des piles lithium.
	
	Mode A:B pour un contrôle sans fil rapide : permet de contrôler les taux de lumière des flashes de groupes A et B.
	Il est possible de mettre à niveau le firmware à laide du support de stockage dans lappareil photo attaché.
	
Système automatique de protection thermique : prévient en cas de chaleur excessive pendant les déclenchements de grande intensité et retarde le temps de recyclage si nécessaire.
	
	Détection automatique de filtre : le flash règle automatiquement la température de couleur de lappareil photo attaché enfonction de la couleur du filtre utilisé.
	
	Illuminateur dassistance AF : couvre une focale entre 24 et 135 mm*. Compatible avec les capteurs AF Multi-CAM3500.
	


  

Caractéristiques du flash cobra NIKON SB-700 :

Garantie : 1 an.Structure électronique
Transistor bipolaire automatique à porte isolée et circuit en sérieNombre guide 
28/92 (ISO 100, en m), 39/128 (ISO 200, en m) (avec réglage du réflecteur de zoom à 35 mm, au format FX, zone dillumination standard, 20 °C)
Plage de distance efficace de lintensité du flash (en mode i-TTL) : 0,6 m à 20 m (varie en fonction du paramètre de la zone dimage de lappareil photo, de la zone dillumination, de la sensibilité ISO, du réglage du réflecteur zoom et de louverture de lobjectif utilisé)Zone dillumination
Il existe trois zones dillumination : standard, égale et pondérée centrale. Langle de distribution de la lumière se règle automatiquement en fonction de la zone dimage de lappareil photo, dans les formats FX et DX
Mode de flash disponible : i-TTL / Flash manuel / Flash manuel à priorité distance
Autres fonctions disponibles : Déclenchement test, pré-éclairs pilotes, illumination dassistance AF pour lAF multipoints et lampe piloteSystème déclairage créatif NikonUn certain nombre de fonctions de flash est disponible avec les appareils photo compatibles : mode i-TTL, système asservi de câble évolué sans fil, mémorisation FV, communication des informations colorimétriques du flash, synchronisation ultra-rapide auto FP et illuminateur dassistance AF pour lAF multipoints
Prise de photos à plusieurs flashes : Système asservi de câble évolué sans fil / Prise de photos à plusieurs flash sans fil de type SU-4 (en mode distant)Contrôle de lexposition du flash
Modes de synchronisation de lappareil photo : synchro lente, synchro lente avec atténuation des yeux rouges, synchro sur le premier rideau, synchro sur le second rideau, synchro lente sur le second rideau Fonctions de prise de photos : synchronisation ultra-rapide auto FP, mémorisation FV, atténuation des yeux rouges
Capacité de diffusion : La tête du flash bascule vers le bas à 7° ou jusquà 90° avec des cliquets à -7°, 0°, 45°, 60°, 75°, 90° La tête du flash tourne horizontalement à 180° vers la gauche et vers la droite avec des cliquets à 0°, 30°, 60°, 75°, 90°, 120°, 150°, 180°Mise sous/hors tension
Tournez le commutateur marche-arrêt/commutateur de mode sans fil pour plusieurs flashes afin de mettre le SB-700 sous ou hors tension Un mode veille est également disponibleSource dalimentation
Utilisez quatre piles AA de la même marque dun des types suivants : Piles AA alcalines 1,5 V / Piles AA lithium 1,5 V / Piles AA NiMH rechargeables 1,2 V Pour un nombre minimum de flashes et de temps de recyclage de chaque pile
Témoin de disponibilité du flash : Le SB-700 est entièrement recyclé : sallume. Intensité de flash insuffisante pour lexposition correcte (en mode i-TTL ou en mode de flash manuel à priorité distance) : clignote
Témoin de disponibilité du flash (en mode distant) : Le SB-700 est entièrement recyclé : clignote. Intensité de flash insuffisante pour lexposition correcte (en mode i-TTL ou en mode AUTO lors de la prise de photos à plusieurs flashes sans fil de type SU-4) : clignoteDurée du flash
1/1042 s à intensité M1/1 (totale) 1/1136 s à intensité M1/2 1/2857 s à intensité M1/4 1/5714 s à intensité M1/8 1/10000 s à intensité M1/16 1/18182 s à intensité M1/32 1/25000 s à intensité M1/64 1/40000 s à intensité M1/128
Levier de verrouillage du pied de montage : Permet dattacher en toute sécurité le SB-700 à la griffe flash de lappareil photo à laide dune plaque et dune goupille darrêt afin déviter que le flash se détache par inadvertance
Correction du flash : De -3,0 EV à +3,0 EV en incréments de 1/3 en mode i-TTL
Réglage personnalisé : 11 élémentsAutres fonctions
Protecteur thermique, mise à jour du firmwarePhysique
Dimensions (L x H x P) : environ 71 x 126 x 104,5 mm
Poids : environ 360 g (Flash uniquement) Environ 450 g (avec quatre piles AA alcalines 1,5 V)

Accessoires fournis avec le NIKON SB-700 : 

Support-pied AS-22, 
Dôme de diffusion Nikon SW-14H, 
Filtre pour éclairage incandescent SZ-3TN, 
Filtre pour éclairage fluorescent SZ-3FL, 
Etui souple SS-700
Notice fournie en format PDF


 


Offre valable jusqu'au 24-11-2017 inclus.				""@fr ",,
1138194,Camera_and_Photo,29581,"""Gigastone"""," ""Gigastone 128GB Class 10 UHS-1 U1 Prime SD XC Memory Card Up to 45MB/s Compatible with Canon EOS Rebel T5 T5i T6 T6i 80D 6D SL1 Nikon D3300 D5500 D5600 D7200 D750 Sony Pentax Kodak Olympus Panasonic"" ""Camera & Photo Accessories - Page 5351 | All Tech Toys""","""Fast read speeds of up to 45 MB/s makes this high-speed memory card ideal for your DSLR camera or full HD camcorder. This Ultra High Speed memory card is UHS-1 enabled, which captures photos and video 2X faster than your typical SD card."" ",,
12131666,Camera_and_Photo,155461,," ""Sony Tripod VCT-R100 - Prijzen ""@NL Tweakers""@NL",,," Categorie Statieven Merk Sony Product Sony Tripod VCT-R100 Uitvoering Sony Tripod VCT-R100 EAN 0027242681200, 4901780986453 SKU VCT-R100, VCTR100.AE Tweakers ID 219014 Productprijs € 43,98 Pakketpost € 0,- iDeal € 0,- Totaal € 43,98 Onjuiste prijs melden Productprijs € 43,99 Pakketpost (vanaf € 20,-) € 0,- iDeal € 0,- Totaal € 43,99 Onjuiste prijs melden Productprijs € 39,- Pakketpost € 6,50 iDeal € 0,- Totaal € 45,50 Onjuiste prijs melden Productprijs € 43,98 Pakketpost - Voor 23.59 besteld, morgen gratis thuisbezorgd! € 3,99 iDeal € 0,- Totaal € 47,97 Onjuiste prijs melden Productprijs € 43,98 Pakketpost Nederland € 3,99 iDeal € 0,- Totaal € 47,97 Onjuiste prijs melden Productprijs € 38,15 Pakketpost tot € 99,- € 9,50 iDeal € 0,50 Totaal € 48,15 Onjuiste prijs melden Productprijs € 44,95 Pakketpost (tot € 50,-) € 4,50 iDeal € 0,- Totaal € 49,45 Onjuiste prijs melden Productprijs € 45,- Pakketpost (tot € 50,-) € 6,95 iDEAL € 0,- Totaal € 51,95 Onjuiste prijs melden Productprijs € 52,05 Pakketpost € 7,95 iDeal € 0,- Totaal € 60,- Onjuiste prijs melden"
2172951,Camera_and_Photo,1763596,," ""Oregon 548208 Chain Saw Accessories Reviews & Ratings""@en Ratings @ Saws Direct.com""@en",,,
7684273,Camera_and_Photo,828963,"""Canon""@en"," ""Canon Angle Finder C with adapters EC-C & ED-C""@en ED-C - Canon Our brands""@en","""
                                    
                        Canon Angle Finder C with adapters EC-C & ED-C
    
         Canon Angle Finder C with adapters EC-C & ED-C
The Canon Angle Finder C clips to the EOS camera eyepiece to make it easier to view the image with low-angle picture taking, or when the camera is on a copy stand. The image is both the right way up, and the right way round. Magnification can be switched from 1.25x to 2.5x for precise focusing. The Canon Angle Finder C is supplied with adapters for all EOS eyepiece mounts.    
                
                            
                    
    
    
    
                            	            				            				            				            								        
            
                General
            
        
                        	            	            	
                	Name
                	Canon Angle Finder C with adapters EC-C & ED-C
            	
        	            	            	
                	SKU
                	CAANGLEC
            	
        	            	            	
                	EAN
                	4960999540092
            	
        	            	            	
                	MPN
                	2882A001
            	
        	                                    	            								                	            	                


    decorateTable('product-attribute-specs-table');

    Event.observe(window, 'load', function() {
        var table = $('product-attribute-specs-table');
        var specs = table.select('.spec');

        function removeActive(){
            table.select('.title a.active, .title span.activedata-href').each(function(title,i){
                title.removeClassName('active');
            });
        }

        function activateMenu(title, table)
        {
            if(!title.hasClassName('active')) {
                if (title.hasAttribute('href')) {
                    table.select('.' + title.readAttribute('href').substr(1)).invoke('show');
                }
                if (title.hasAttribute('data-href')) {
                    table.select('.' + title.readAttribute('data-href').substr(1)).invoke('show');
                }
            }
            title.addClassName('active')
        }

        table.select('.title a, .title spandata-href').each(function(title,i){
            title.observe('click',function(e){
                e.preventDefault();
                specs.invoke('hide');
                removeActive();
                activateMenu(title, table);
            });

            if (i==0) {
                activateMenu(title, table);
            }
        });
    });

                
                        ""@en ",, General Name Canon Angle Finder C with adapters EC-C & ED-C SKU CAANGLEC EAN 4960999540092 MPN 2882A001
6057219,Camera_and_Photo,3477366,," ""Veho - Muvi HD PRO 1080p Mini Camcorder ""@en """"@en","""
									The Veho – Muvi  HD PRO 1080p HD Mini Camcorder is designed for professional use, and comes equipped with a Sensa Wireless Remote, 1.5 inch viewing screen and a universal in-car mounting kit. Used by top security companies and personnel around the world, the MUVI™ HD Pro is able to capture the footage that CCTV might miss and has been specially designed for fields such as security, surveillance, military, law enforcement & emergency services, stadium control & safety, evidence collecting and POV Broadcast media.

The MUVI™ camcorder range includes the MUVI™ HD Pro camcorders and a range of body, cycle, motorbike and in car mounting accessories.  The MUVI™ HD10 has full HD 1080p resolution and includes a helmet mounting bracket.
Veho® have also partnered with Peter Jones (ILG) Limited to develop a bespoke MUVI™ HD KlickFast Holder to enable the camcorder to be easily integrated into the existing law enforcement toolset.

The 1400mAh battery has the biggest capacity on the market and will give your Veho – Muvi  HD PRO 1080p HD Mini Camcorder a continuous 3 hours’ recording time. The MUVI™ HD Pro also comes with an 8GB micro SD card which will enable around 80 minutes’ footage at full 1080p @ 16mbit/s and, by reducing resolution, extend record time by even more. 

As well as the rich technical specifications the MUVI™ also comes with a range of sports mounting clips and accessories that enables you to record in almost any situation.

Key Features:
•	5MP 1080p HD video image resolution up to 1920 x 1080
•	Start/Stop/Snapshot Remote control with 160 degree wide angle lens to capture all of the footage all of the time
•	Internal rechargeable lithium battery supporting 4hrs recording and including 8Gb Micro SD card
•	1.5 inch viewfinder/review LCD, Touch panel control, Self-timer, digital zoom, noise activation, slow motion playback, loop record, Car charge and record
•	Works with all standard MUVI™ Mounting options (VCC-A010-WPC,VCC-A014-HM,VCC-A015-FBM,VCC-A016-HSM,VCC-A017-UPM,VCC-A018-HFM,VCC-A020-USM & VCC-A021-CLK

Box Includes:
•	MUVI™ HD Pro Handsfree Camcorder
•	Sensa Wireless Remote control
•	8 GB micro SD Card
•	Pouch
•	Software micro CD
•	Universal In-Car Mounting Kit
•	Universal Helmet Mounting Kit
•	Universal 3M Adhesive Mounting Kit
•	USB Charging Cable
•	HDMI Port with TV Out

Customers have been very happy with their purchases of the Veho – Muvi  HD PRO 1080p HD Mini Camcorder:

“I bought this as I wanted an HD Video for use on a forthcoming motorcycle trackday. Having decided that the Go-Pro was the benchmark, but feeling unable to justify the purchase price as I was unsure how much use the camera would get I opted the Muvi after a lot of desk based research and looking at clips on You Tube and have not been disappointed, the quality of the unit and the numerous attachments has been first class. After it stopped recording after circa 20 minutes at the highest resolution on a trial run with the supplied 8GB Card I installed a 32GB Micro SD Card which has worked perfectly. The Video output has been perfect for my needs, as is the continuous camera shot function which automatically shot every 2 seconds giving circa 360 photos per session on track. Only negatives are that the interface is not completely intuitive (i.e. the continuous shooting option resets when the camera is turned off and needs to be selected every time the camera is switched on) but once I realised this was soon grasped. I am completely happy with this purchase.”

“I bought this because I wanted a camera for assorted meetings and recording my day-to-day life and this looked adequate and rugged enough for my sort of life where a Go-Pro was overkill.  It's a nice small light unit, very easy to operate and reasonably discrete. The remote control works with the camera anywhere on your body.

Videos shot are clear and the sound isn't bad either. Still photographs are remarkably clear. 
 
Decent results using cheap class 10 32 GB micro SD cards.”

With a host of features and mounting options including the industry standard KlickFast system, the Veho – Muvi  HD PRO 1080p HD Mini Camcorder has become the most popular body worn camcorder in the market.
 
									""@en ",,
3738515,Camera_and_Photo,202979,"""Canon""@en, ""Null""@en"," ""Canon EOS 5D Mark III (body only)""@en Specs - CNET""@en",,,
897046,Camera_and_Photo,77529,," ""D-Link DCS-4701E HD Outdoor PoE Mini Bullet Camera""@es ""PROFESSIONAL IP CAMERA FULL CLOUD WIRELESS - Black Friday 2017 ""@es","""Null""@es ",,
17282825,Camera_and_Photo,350478,"""Null""@en"," ""KODAK PIXPRO SP360 4K Action Cameras""@en","""
KODAK PIXPRO SP360 4K Action Cameras2 pack For use with Underwater SeaDAK Rig 
""@en ",,
9701066,Camera_and_Photo,423890,," ""Mydlink Home Monitor 360""@es ""D-LINK CAMARA WIRELESS N HD MYDLINK - Black Friday 2017 ""@es","""Null""@es ",,
16088835,Camera_and_Photo,15380,," ""Nikon AF 50mm f/1.8D - Reviews ""@NL Krylinck Userreviews Tweakers""@NL",,," Categorie Cameralenzen Merk Nikon Productserie AF Product Nikon AF 50mm f/1.8D Uitvoering Nikon AF 50mm f/1.8D EAN 0018208019069, 0018208021376, 4960759023254 SKU JAA-013-DA, JAA-013DA, JAA013DA Tweakers ID 104561"
13913064,Camera_and_Photo,1331230,," ""Logitech BCC950 ConferenceCam - web camera"" "" Logitech camera 960-000866 Conference Room Video CDWG.com","""It combines HD 1080p 30fps video with high-quality full-duplex speakerphone clarity for business-grade video conferencing. UVC H. 264 onboard technology helps ensure quick Plug-and-Play functionality on both PCs and Macs - no software to install. The built-in, full duplex speakerphone and noise-canceling microphone allow all meeting members to hear and be heard clearly up to 8 feet away from the base."" ","""$"", ""283.28""",
7456642,Camera_and_Photo,124878,," ""digital foci image""@en-US ""Digital Foci Introduces Image Moments Powerful Digital Photo Album Frame - ecoustics.com""@en-US",,,
15995548,Camera_and_Photo,2440968,," ""SONY HX400V COMPACT CAMERA WITH 50X OPTICAL ZOOM - DSC-HX400V""@en","""
Capture 20.4 megapixel detail, even in low light

Shoot detail-packed stills and movies, even indoors or in dim light, with the 20.4 effective megapixels Exmor R CMOS sensor



BIONZ X for more detail and less noise

To transform data from the Exmor R CMOS sensor into high-resolution images, the BIONZ X image processor integrates detail reproduction, diffraction-reducing and area-specific noise reduction technologies. This combination makes it possible to reproduce realistic images of truer colours and textures with exceptional precision in real time



Powerful zoom with less to carry

Travel, wildlife and more, everythings covered by the high quality Carl Zeiss Vario-Sonnar T lens with powerful 50x optical zoom



Lock-on AF for enhanced photo opportunities

Simply press the shutter button halfway to activate Lock-on AF . It automatically adjusts the AF target frame size to match the subject size, improve tracking performance, and take full advantage of every photo opportunity



Adjust light and exposure levels manually

Use the P/S/A/M manual modes to control the aperture or shutter speed and play with the creative effects in your photos



Compose with a realistic view

Easily frame and view your shots and movies on the bright, high resolution 7.5cm (3.0 ) Xtra Fine LCD screen



Multi interface shoe

Attach a range of accessories to your camera, like external flashes, studio microphones, and more. The hotshoe powers these fixings to enhance your shooting



Electronic viewfinder

Take the guesswork out of composing shots. A 201-dot resolution electronic viewfinder gives you a clear, real-time preview with 100% frame coverage ideal for framing, focusing, and reviewing shots. A built-in eye-sensor automatically switches you between the LCD display and the viewfinder.



Shoot smooth, steady Full HD movies

Film smooth, steady video clips in Full HD 24p, even when youre walking or zooming, with Optical SteadyShot Active Mode



Get clear close-ups

A powerful 100x Clear Image Zoom fills the frame, for dramatic close-ups that always stay clear and detail-packed



One-touch remote and one-touch sharing

One-touch remote lets you use your smartphone or tablet as a viewfinder and remote control for a digital camera, and one-touch sharing lets you transfer your photos and videos from your camera. Either way, by installing PlayMemories Mobile app to your NFC-enabled Android smartphone or tablet, you can avoid complex set-up sequences and establish wireless connection simply by touching your device to the camera. You are now ready to control your camera from your smartphone to take a photo from a previously out-of-reach spot, or simply be in your own group shot, as well as transfer them instantly to your smartphone for sharing on SNS. No NFC No problem. You can also pair the devices manually



PlayMemories Camera Apps add personality

Enhance your creative expression with PlayMemories Camera Apps, offering a growing range of enjoyable applications that are easy to download. Not only do these apps give you greater functionality "" they are the ultimate means of personalizing your camera to fulfil your photographic aims. Note: Services availability depends on region



GPS charts your course

The built-in GPS geotags photos and movies, so you can track your trip's shooting locations precisely. Later, to relive the fun that's been captured in the footage, use Sony PlayMemories Home software to recall journeys, wherever on Earth you shot them on camera. With Map View mode, the path and images of a journey appear on a trail map



Focus on the moment

After autofocusing, you can rotate a lens ring to use Direct Manual Focus to make fine adjustments, for fantastic focusing speed, precision, and control for shooting macro and fast-moving subjects.



Shoot high quality pictures quickly

The BIONZ X processor is key to high-speed continuous shooting at 10 frames per second and finely detailed image quality



Intelligent Active Mode keeps blur away

Have no fear of handheld movie shooting. Intelligent Active Mode, featuring Sony's advanced frame-analysis technology and 5-axis image stabilisation, compensates for camera shake. This mode reduces the blurriness that tends to occur in images when shooting handheld or shooting while chasing a subject in action



Enjoy DSLR-like creative control

Get the shot you want with a manual ring for smooth zoom/focus, jog dial, custom buttons and memory for favourite settings



Boost your flash photography

Advanced Flash brightens up dim scenes, lighting up subjects who are further away from the camera



Add artistic picture effects

Add up to 13 different creative effects to stills, movies, and panoramas without having to download and use image-editing software



Capture full panoramas with movement and faces

Just press the shutter button and sweep the camera for extra-wide panoramas of landscapes, city scenes and packed parties



Works with iMovie and Final Cut Pro X

This product is compatible with Final Cut Pro X and iMovie.

""@en ",,
14946096,Camera_and_Photo,9264626,"""Action outdoor"""," ""Action outdoor Dual Battery Charger"" Waveinn"" Charger anfugen und sonderangebote","""
		Produktinformation Action outdoor Dual Battery Charger 
		 
		
			automatisch erstellte Übersetzung
			Ursprüngliche Beschreibung hier vorhanden
		
		
		
			Eigenschaften:Sie können auf einmal zu Batterien aufladen, während ein anderes verwenden. Und zusätzliche Leistung erhalten.Kompatibel mit H3 y H3 +
			Mit Action outdoor Dual Battery Charger können Sie Ihr Hobby in vollen Zügen genießen ohne Komplikationen. Wenn Ihnen die Marke Action outdoor und deren  Produkte gefällt, dann besuchen Sie die Kategorien der Elektronik  Produkten, nach denen Sie auf der Suche sind und platzieren Sie Ihre Bestellung so schnell wie möglich, um die Produkte innerhalb weniger Tage in Empfang zu nehmen. Unser Ziel von waveinn ist es um hochwertige Produkte für Sie verfügbar zu stellen mit einem effizienten weltweitem Lieferservice.
			
				
					
				
				
				 
				
					Für mehr Information auf nachstehenden Link klicken:
					Spezifikationen
				
			
			
				
					
				
				
					Für mehr Information auf nachstehenden Link klicken:
					Handbuch
				
			
			
				
					Grössentabelle‎
				
			
		
	"" ",,
509582,Camera_and_Photo,765542,," ""Sony Cyber-shot DSC-RX100 II Digital Camera""@en "" Sony Camera | SLR Toronto Canada Store Cameras Aden ""@en","""
                        The Sony Cyber-shot DSC-RX100 II Digital Camera is a compact point-and-shoot camera that features a large 20.2 megapixel 1"" Exmor R CMOS sensor to produce high resolution still imagery and full HD 1080i/p video. This sensor's design utilizes backside-illuminated technology to improve clarity and image quality when working in dimly-lit conditions as well as increase the sensitivity to an expandable ISO 12800. Benefitting the performance of this sensor is the BIONZ image processor, which helps to produce images with smooth quality and gradations as well as provide expedited performance throughout all aspects of the camera. Full-resolution continuous shooting up to 10 fps is possible as well as a quick autofocus speed of just 0.13 seconds.

20.2MP 1"" Exmor R BSI CMOS Sensor
Carl Zeiss Vario-Sonnar T* f/1.8 Lens
35mm Equivalent Focal Length: 28-100mm
3.0"" Tilting Xtra Fine LCD
Full HD 1080p Video Mode
Built-In Wireless and NFC Connectivity

What's in the box:

Sony Cyber-shot DSC-RX100 II Digital Camera
NP-BX1 Rechargeable Lithium-Ion Battery Pack
AC Adapter AC-UB10
Micro USB Cable
Wrist Strap
Shoulder Strap Adapter
Limited 1-Year Warranty

                    ""@en ",, Manufacturer: Sony Sku #: DSCRX100M2/B Our Price: $749.99 Quantity:   Availability: Email for Availability FREE SHIPPING WITHIN CANADA!
14584339,Computers_and_Accessories,715654,," ""8GB MICROSD 10 ADAP 600X"" 600X | Tradineur.com""","""Tipología: Micro SD HC analogico; Capacidad: 8 GB; Velocidad de escritura max: 90 MB/s; Velocidad de lectura max: 90 MB/s; Clase: 10; Función protección datos: No"" ",, Peso 0.0100 Alto 1.50 Ancho 10.00 Profundo 13.00 Fabricante Transcend Ref. proveedor TS8GUSDHC10U1 Marca Transcend
