ltable_id,rtable_id,label
11956747,1435889,0
2404529,11545601,1
4293512,16362199,0
15920651,16231484,1
14211245,14772926,0
209199,9027571,1
363640,13699691,0
11062576,15653169,0
16044860,14632264,0
11833781,5211440,0
15984074,11040204,0
4013754,12856483,1
15552309,17352454,1
6843506,16621526,0
12102121,8670972,0
12804803,2012304,0
6675190,4292951,0
16306117,14091045,1
6701113,17460476,0
16802198,14573269,0
17557427,4721504,1
6196685,10807593,1
2417366,1366692,1
10088052,2590253,0
3259311,15270644,0
6876666,3850881,0
15163031,3027159,0
13200436,12424220,0
6600646,14328831,1
5455689,2178080,0
8687563,5444304,1
12968685,7726477,0
14479629,8638145,0
9734201,17237080,0
5216410,8788126,0
10433189,59406,0
1461863,2434044,1
15934482,8346520,0
13483606,7448576,0
6057330,17052350,0
10405483,2633814,0
15752277,12126198,0
1924857,1848986,0
14772926,13782768,0
3509233,4842289,1
6975121,5556066,0
9405764,2861547,0
16163239,5708048,0
16353600,11860347,1
5930818,7755765,1
10636835,7162098,0
3481221,1498940,0
2678109,6739927,0
8822845,7156014,0
15747136,9901477,1
16409904,4254283,1
6975121,3139183,0
17557408,4721504,0
2502461,1914569,0
301833,7106491,1
5856843,8754903,0
5791463,16498287,1
16792324,16572971,1
14950126,1506808,0
3717340,7784808,1
13301586,12112900,0
3509233,10899983,0
1435889,15242399,1
7911438,14748032,0
2631058,1779369,1
4086137,9845906,0
1932837,9035295,0
17052350,17404747,1
8459517,16677858,0
13918350,12533438,1
14046953,16035260,0
16501411,2104030,0
4806710,5856843,0
3314844,9522982,1
1387027,4966823,0
9538589,9366956,1
15311634,17541432,0
1283845,371106,0
15653169,10285740,1
16531145,11232495,0
13409207,14439211,1
1116205,9404065,0
3324802,17557495,0
15882768,2590253,0
13143069,8292898,0
7687441,16025270,0
13472184,13903238,1
15744111,12307205,1
15148689,17477920,0
14299250,13409207,0
5661627,4766506,0
17557432,9458666,1
10824098,9900208,0
105407,1449558,0
8498706,6272845,0
3657558,12196521,0
12768236,4758626,1
3274009,5870407,1
14255198,6520582,0
5734474,10079363,1
16150680,9561426,0
1892155,1662250,0
9047087,5940915,0
12838910,5870407,0
15299044,12112900,0
3664117,3274009,0
9239576,1896932,1
13550335,6542773,0
10778516,8410114,0
15360735,9729904,0
4959459,4035728,0
4357218,12130410,0
11853734,3324802,1
4138476,6206139,0
16248395,2764507,0
5250530,10446782,0
5874588,13064244,1
1657184,11546597,1
14945642,2868168,0
4223339,7192067,0
3174732,11633002,0
14337638,3142692,0
7631953,12950786,1
10665924,10671434,1
14536646,16521443,0
12633340,2687941,1
7264739,9224942,0
7099721,4012817,0
11818570,12736925,0
15283299,14754139,0
9560792,12557904,0
17202953,3054544,0
4982976,5419853,0
4629129,7359917,0
8066955,4348152,1
244046,11543056,1
11232495,860833,0
17381320,14575371,1
4894738,5913188,0
42123,13429437,1
10561263,13466074,1
10527670,12307205,0
4819505,3844583,0
3444592,9096671,1
16353438,9862121,0
7032027,6715106,0
2862685,15799363,0
16644807,8463822,1
9900208,8047082,1
13272074,783098,1
13466074,16014130,0
16362199,5351313,0
8083197,1449558,0
9940328,14869497,1
8616389,10419221,0
1183924,12494058,0
9857800,12011338,0
12915711,11825318,0
12910038,10057131,0
14662003,16106363,0
3731864,768870,0
103084,14025422,0
14935845,12057549,1
10665924,9597636,0
8217213,13685915,0
12775484,10362655,0
10887953,14470335,0
17557365,4451314,0
6517738,8673830,0
5959917,13301586,1
16768269,17041250,0
15941456,17557467,1
10443453,6038265,0
6198100,6685115,0
6900226,12920893,1
12920893,4061362,0
13607448,9905943,0
10927634,6987887,1
6419883,4721504,0
11586875,1183924,0
4934780,10322709,0
17557314,12910038,0
14117154,4982976,0
15494429,3062867,1
12856067,14720109,0
4634606,6884613,0
912452,6158772,0
4165779,16768269,0
10788437,15549747,1
1024186,5454396,0
15609064,12241291,0
8822845,17431151,1
13414489,15147938,0
9324126,15680897,0
1531411,1131815,1
2834832,597957,0
7938636,1056178,0
242820,8261097,0
16306117,2099628,0
2687941,2393207,0
1240114,4629129,0
15268476,5861839,1
14734689,14380307,0
5969480,12976547,0
12344207,11785844,1
4491959,6675190,0
15537818,11633002,0
17557321,10496597,0
8908746,15013746,0
3960627,11113713,0
8488014,1449558,0
14978302,1283845,0
8131526,4293512,0
15924982,17017603,1
14275567,9393633,0
11956747,1582923,0
13483606,10933497,0
10426551,11614760,0
8600175,15045913,1
17316688,8340235,0
16613646,15504651,0
6924285,11888691,1
16254611,10608740,1
5072687,14112116,1
9404065,2897260,0
6029951,8812948,0
9674989,7039519,0
448414,7264739,0
8047082,17043217,0
14785496,8520786,0
4437007,6888949,1
6412644,1611917,1
7445641,13096583,1
4982976,16975628,0
1635082,5328128,0
13994106,8450442,0
8014072,5134360,0
10196395,11947818,0
5113514,7032027,0
14858113,13579422,1
8342718,4054928,1
16333602,11813785,0
9998757,5419853,0
15221345,2104030,0
7319216,8321743,0
3206403,405940,1
12507763,6364039,1
6316974,13591104,0
11213296,2192424,0
14929096,15968455,0
12706780,12804803,0
17241248,14847884,0
7038332,12177789,0
774713,505211,1
8793373,15537818,0
6946686,16306117,0
10527670,12775484,0
6805336,8496283,0
11796485,12367349,0
7650384,17335990,0
8223265,3398934,0
1338589,13267099,0
1387027,59406,0
14693275,12838910,0
14575371,642298,0
3804557,12870891,1
8154833,16892729,0
12875301,5123654,0
3360991,5837980,0
6165305,12685650,0
17557354,17557452,0
8549085,12573841,0
15191514,392397,0
6206139,3584043,0
9171238,607580,0
1069522,273760,1
15117512,7371149,0
9227140,8873393,0
597957,13695479,0
10057889,13267099,0
16478767,1145857,0
11546597,176258,0
13078917,14579453,0
7830626,2531940,0
3155656,10562498,0
7645829,14510124,0
13370617,5161149,1
2430905,5661627,0
15575813,4061362,0
1900844,11654912,0
8463822,12270680,0
5917009,5661627,0
16813122,11796485,1
16797862,14851632,0
10113371,812811,0
4050368,12804267,0
8398748,1308095,0
4403350,5730702,0
16022847,4010961,1
17550909,4012817,0
8772315,10615493,0
12467793,14959991,0
15380277,3524062,0
11152085,12800662,1
16677858,643994,1
5959219,14724104,0
15013746,6196685,0
15533341,16967093,1
8914602,7264739,1
819337,6538223,1
4515022,244046,0
11947818,3597960,1
6442324,1586676,0
13483192,16706345,0
2695754,2359349,1
12177789,11113713,0
4146644,5762657,0
17557432,9012301,0
4887882,392397,0
11853734,12528853,0
12633410,4091399,0
6425064,6198100,1
4907447,7190200,1
4502096,16689117,0
16843238,221736,0
12795775,12153125,0
16223322,2625028,1
9221548,1649185,1
17022233,2192424,0
4958482,13272074,0
13849861,8279354,1
3485699,9685122,0
11459988,1586676,0
15748392,14136512,0
4475985,13226144,0
6732262,16367467,0
10326269,2757343,0
1342810,6518402,0
12557904,5826243,1
13743784,17427650,0
2583781,17353279,0
5917009,15735437,0
13077531,2687941,0
12870891,16254611,0
6227404,13270517,0
7502971,16924825,0
9469250,5693910,1
7451434,9316192,0
10888405,4515022,1
7185637,9515377,1
3807900,16306117,0
13974274,14419488,0
16433013,4839495,0
1268575,14231087,0
13688332,15141129,0
12504963,15504651,0
1947561,5250530,0
11354918,1787555,0
14091045,2294513,0
4977547,14717316,1
46702,6307919,0
9674989,5917009,0
5153243,6345496,0
6295400,7526637,0
17357114,3664117,0
14656510,4130520,0
3650755,9857800,0
14107318,8083197,1
2882816,10471803,0
10316359,5987956,0
16223322,14336312,0
12685650,15549747,0
13477682,16163239,0
10673201,6295400,1
2588804,15158379,1
730712,16274115,0
7741058,11654912,0
17232726,11363979,1
9641250,16979572,1
2975897,3955022,1
17003876,17039841,0
3914623,3645928,0
10228146,6215922,1
13432159,15820162,1
1658397,7095862,1
11543056,9224942,0
3023143,8705003,0
5713859,12437197,1
10324665,442416,0
597957,12557904,0
13165570,1227209,1
12908118,2038640,0
14815538,13430077,0
3530083,4513097,1
15115814,6954932,0
9130063,10154601,0
1290093,8488265,0
13555686,12337494,0
3763762,4168274,1
1398935,2687640,0
16353600,13078076,0
4721504,11459988,0
1035928,15690663,1
4676455,7830626,1
4982976,2687941,0
4618987,4759515,0
9041342,8545053,0
16270232,448414,1
14660681,3428141,1
14421639,15045913,0
11411470,14573269,0
17316212,3718847,0
1265193,812811,0
13607475,16375863,0
7911779,11817303,1
9704726,12739240,0
5458886,15281368,1
1052221,3139183,0
7254308,4576859,1
5887159,947907,0
16302654,11113713,0
16997746,10511496,0
5556066,7847258,0
6193430,1899421,0
15411300,9167754,1
16017676,15257878,0
5667177,1952454,1
10531184,17029545,0
654266,3713188,0
16295430,11196439,1
7272784,4763020,0
15527062,8974051,0
59406,9862121,0
6082891,2359349,0
16654402,15549747,0
2897260,9118475,0
731251,2265676,1
8062783,12908118,1
936942,16501411,0
15158379,7067627,0
1892155,3522820,1
15452365,5959219,0
12369049,5708048,1
15982407,12573841,0
510410,7398831,1
2876018,14632264,0
14251295,16157290,0
16313076,3236647,1
4502096,4606551,1
15479513,8520786,0
11621482,5455689,0
4163492,7109733,0
4705670,6295400,0
2151996,17482313,0
5910958,15608075,0
3791455,2455821,0
17079411,7702889,0
14749052,11368957,0
13685915,59406,0
8294019,8340235,0
12471430,10570479,1
13328845,16997746,0
1379586,15981893,0
15537053,13782768,0
6692111,3324802,0
1917417,12467793,0
15205707,4705670,1
3269626,16044860,0
2461976,2952275,0
17452779,17037419,1
6552060,7642223,1
3062867,9394114,0
13845239,15941456,0
12800662,13397429,0
9171238,12968685,1
17557455,17557311,1
12613701,4111616,1
16182706,3489958,1
15339324,6345496,0
4163492,3530083,0
11543056,2151996,0
17360488,12950786,0
12394213,6534661,0
3325314,6772268,1
8271239,6084428,1
2415637,6203447,0
4563821,7677619,0
3182553,14095794,0
17557258,3430874,0
13087627,1182036,0
16128718,4766506,1
12744112,1582923,0
16520299,13812379,0
16677858,15537721,0
15045057,15537818,0
7559502,7874669,0
12367349,17352454,0
4784473,8138529,0
16722340,17541432,0
11384438,16116243,0
12294169,3322087,0
2752173,15289324,1
523073,8732193,0
10419061,7039519,0
12919710,423437,0
16441175,17268142,0
7568859,2510198,0
2019774,10671044,0
15309179,14715223,1
2000268,1779369,0
12011338,15552309,0
2294513,7699963,0
4721504,17557424,0
9453685,8167469,0
59406,14107318,0
4012713,1931640,1
10007550,221736,0
14491753,16997746,0
405940,12613777,0
15608075,14419488,1
3197020,14470335,0
5161149,10232727,0
17557500,17557472,0
6888949,12494058,0
11267598,15990155,0
9303765,6571043,0
12307205,7847258,0
11244452,2909604,1
1502425,11785844,0
13743068,7620839,0
5742578,15544838,1
16801286,5134360,0
9180399,1024186,1
3751344,8992332,1
15391935,15914568,0
14140561,13616982,0
6063757,7426723,0
16649896,10206709,0
16115874,6206139,0
6214444,13290480,0
1657184,17557279,0
8032279,15981893,0
6308474,13550335,0
9426055,16265368,0
17152931,4181447,1
17557332,17557258,1
2404529,13699691,0
7645829,3347726,0
3921920,15093491,1
3071588,6813514,0
14225300,4348152,0
17557369,17557340,1
11750372,1531411,0
14361124,14376513,0
2151996,15147938,1
8261097,17017603,0
11825318,12421479,0
6715106,15844689,1
12744112,15391935,0
13613982,8253929,0
2557214,2810072,0
15324054,16661617,1
11276013,4125540,0
14754139,14687092,0
7821002,6770873,0
3357975,13026883,0
6898988,6310207,0
11404511,13697135,0
13709121,8670972,0
9349748,5292759,1
11239932,3295160,0
13124077,11787775,0
12720023,17037419,0
16182706,9047087,0
13758776,3960627,0
3512929,17557423,0
13926669,12471430,0
2694154,12027392,0
4411917,1646301,0
6969259,10664188,1
16453727,3060998,0
12720023,1646301,0
4208998,14906582,0
5420070,6832203,1
1658397,6206139,0
16813122,12367349,0
6214444,9777375,1
1930487,1911649,0
10778516,4907447,0
13883851,1932837,0
15806436,17316688,1
13282885,3650755,0
9253029,14799144,0
7578526,5874588,0
6348909,1498940,0
16389586,3326919,0
16278335,16333602,0
1085690,6329932,0
780500,4061362,0
13323129,7339339,0
13692220,2539849,0
11363979,13246341,0
7530866,8091609,0
15251549,11651949,0
6822663,15352336,0
1779369,6308474,0
5591113,3420257,0
13184508,3230904,0
14204679,7559502,0
440485,8458295,0
15989332,7169121,0
16050789,5490531,0
2223358,15093491,0
7807098,4914159,1
11244452,8753717,0
462169,17237080,0
15352336,11988485,0
16704067,16029969,1
2952275,12373562,0
1818584,11003165,1
13579422,16661617,0
14935845,12528853,0
12283949,9142543,0
3904078,16367467,1
13572367,8106544,0
14575371,7911779,0
10804833,14091678,0
2995695,3436068,0
4077154,12528853,1
5762657,15967382,0
8652386,1047630,1
8114429,317677,0
4576859,6924285,0
16525054,4753864,0
4061362,11003165,0
1498940,9118475,1
8772315,10381423,1
12243182,16172279,0
15920651,6029951,0
6770873,3960627,0
13812379,14693275,0
947907,5634120,1
14573269,17241248,1
15764555,17557386,1
2294513,16768269,0
12302176,6006283,0
12950786,3054544,0
14328831,3295160,0
12803629,987880,0
16044696,4534045,0
13931088,9647378,0
7699963,7289575,1
5252524,15096079,1
14376047,1179715,0
2294513,14609551,0
10261539,16299045,0
980489,16035260,0
816280,13743068,0
12241291,11550174,1
5995341,11320892,1
10846710,2051488,0
14419488,9344879,0
17557388,13432159,0
16852507,10326269,0
15648379,3444592,0
5930818,15504651,0
4629129,11956747,0
12976547,9900208,0
11356394,17489426,0
8660298,16014130,0
965639,13417676,0
4475985,3761175,0
16106363,4834296,0
13459992,12908118,0
428840,14095794,0
1214821,5139214,0
13445027,13146955,1
12950786,14632264,0
6954932,10460377,0
14749052,1930487,0
4759515,1283845,0
7427172,14724104,0
5775498,13955000,1
15434592,14091678,0
14375501,1892155,0
13026883,7424565,1
9405678,13024453,0
12079039,15967382,0
7032027,8223265,1
16049786,16644807,0
1662250,1051219,0
15305149,9125060,0
2590253,9458666,0
5883770,1715224,0
4606551,7013385,0
10970709,16020671,0
17200438,17163379,0
11988485,14419488,0
9273451,14689728,0
1183924,4629129,1
11829525,5231851,0
17541432,17125276,1
505211,15537818,0
16157290,9405678,1
3616530,8992332,0
750908,8047082,0
4520170,12196521,0
14091678,14883637,0
4839495,10073394,0
2393207,12186059,1
17557315,16703212,0
15504651,4012817,0
12344207,10419061,0
11586875,4629129,0
16170637,1892155,0
17557295,12367349,0
5777835,488304,0
8298069,10113371,1
7771818,11253664,0
7736563,1290093,0
8131526,12369049,0
8167469,642298,1
907507,8340235,0
17076252,10485102,0
11096909,15970141,0
12708243,14705973,1
9218547,6442324,0
7755765,17317501,0
6361241,7146575,1
5667177,470022,0
1693307,16813122,0
14511979,9162742,0
2209851,3142692,0
575745,330561,0
3524062,13281569,1
5874588,14767448,0
10665924,14419488,0
16161391,15967382,0
1251162,3744188,0
6029951,10949576,0
6682478,11956747,1
4705670,15452365,0
8345658,10132234,0
4985173,936177,1
5749613,14864765,0
17498556,10433189,0
14231087,10662075,1
5940915,16521443,0
8386712,10236414,0
12855826,6675190,0
8986323,14192772,0
6206139,13704725,0
1085690,12373562,0
5250530,3763762,0
9344879,11096909,0
17333298,6673142,0
273760,13591104,0
4417320,11733191,0
6737014,4211941,1
12572776,273760,0
3050573,16163239,0
13797044,423437,1
10433189,6419883,1
6805336,7847258,0
5635715,15380277,1
5959917,9900208,0
15381717,1787555,0
1582923,11586875,0
11982816,5826243,0
10236414,5134360,0
8138529,3365141,1
1236261,10536932,0
14950126,9410459,1
12784773,4753864,0
7036715,7128718,1
10164936,11356394,0
16864970,7613329,1
14607535,10532767,1
12367349,10326269,0
8600292,2417366,0
7271305,8544084,1
13164832,13845239,0
5053266,16313076,0
1308095,16687112,0
8699400,9566915,1
16050789,17272046,1
4091399,7645829,0
12029060,4208998,0
11768902,8072374,0
14748032,13282885,0
6215922,17282858,0
16116243,14144442,1
4467178,2537862,1
3227310,11444509,0
4506852,15459040,1
15096079,3529106,0
11631263,11633002,1
1262561,8030797,0
11898599,4432051,1
3504156,4432456,1
11020554,7836074,1
7867994,4467178,0
6938517,10232727,0
17201318,16150680,1
16535345,17525764,1
5066552,11938736,0
14772926,11113713,0
7359147,6016796,0
7585316,5148184,0
11545601,12369049,0
12736925,8030797,0
3292902,12804803,0
9397981,12057549,0
14740748,10427490,0
7677619,3245876,1
5103544,13709121,0
11176643,3530083,0
13113889,10536932,1
9065991,13787387,0
11614760,10369292,0
15230481,15400530,0
10825967,12057549,0
12007884,12337494,1
17110067,3288266,1
16655559,5454396,0
5697279,14869929,0
17233546,2234571,0
3398934,5661627,1
13186834,13931088,0
9678836,15645369,1
3807900,17013386,1
7233337,17356074,0
6969259,10589615,0
4574986,14136512,0
14095794,16703212,1
442416,12525021,0
4759746,13584811,0
4138476,14375501,1
12337494,12091517,0
15690188,17015112,0
15400530,9435133,0
10484160,1240114,1
7611794,14961670,0
7821002,7578526,0
17557439,11152085,0
16501411,2106873,0
8180310,12621671,0
7867534,8253929,0
17076177,5231851,1
1342810,3060998,0
17343343,17125276,0
14218139,16714910,0
13407150,14849840,1
8660298,8903669,1
16157875,7271835,1
10927634,5136014,0
10574673,9900208,0
1779369,4606551,0
17232726,7830626,0
4934780,10285740,0
5708048,15045977,0
14510124,15744111,0
5184464,2575679,1
2861547,1506808,0
17557424,7251039,1
5779013,16333602,0
17557328,1925996,1
1009748,3360991,1
7371149,16027504,1
16963584,4887430,1
7526637,11849228,0
1696252,9510852,0
17512058,13226144,0
8564224,242820,0
8321743,1035928,0
15865343,16182706,0
16265368,12533438,0
2832609,17352454,0
5366262,5897872,0
7316697,15653169,0
1051219,6206139,1
9723588,11478261,1
16703212,10860455,0
10073394,12736925,0
14669966,16550118,0
14112116,17210515,0
16299045,17557272,0
6432730,16020671,0
2575413,6715106,0
14772926,5966306,1
15324054,11276013,0
5256937,7454236,0
9027571,12424220,0
8309632,14536646,1
6795569,10673201,0
10419061,5419853,0
15735437,5211440,0
9162742,1506808,1
16580466,8668681,0
9324126,5708048,0
2897260,14916212,1
7726477,16035260,1
12703094,13400575,0
2585201,947907,0
361811,3645220,0
1533800,10664046,0
17334125,16025270,0
558122,7339339,0
13477682,4293512,1
3836335,14231087,0
11373102,8253929,0
7793682,6084428,0
13157632,9366956,0
15748821,15115814,0
13483192,10889840,0
12685650,16457790,0
9426055,10933497,1
12910038,15924982,0
13124970,10992040,0
3269626,284547,1
11232495,5256937,1
16924394,15452365,0
16655559,13974274,0
2776918,10428150,1
6926486,9734201,1
423437,3393213,0
7677619,7613329,0
15281368,5791463,0
14689728,13351394,0
11324080,15594602,0
9943234,5844222,1
14929096,2866596,0
4999842,9434079,0
2269579,6969259,0
16994104,17093714,0
8589343,12196521,1
12855826,16819828,1
7454236,16597268,0
14607535,13492086,0
13096583,11785844,0
11787775,13675759,1
16168942,3545850,0
6837684,5700070,0
1598150,5184464,0
6856639,16689117,0
15875722,12294169,1
15732747,12573841,0
10486928,10528573,0
17161398,1366692,0
4763020,17043217,0
13326345,10304777,0
17007121,5749613,0
8292898,11498558,0
16579903,16717880,0
5834013,15037273,0
13700892,8139048,0
16932741,9052577,1
15398663,1947561,1
5139214,13931088,0
11212041,4721504,0
17003876,9357365,0
9466549,7340081,0
13186834,3908091,0
2861194,8463822,0
6243255,8223265,0
3020253,13607475,0
8331191,936942,0
13200887,10807226,0
279375,4567021,0
8205627,15398300,0
13762283,12699039,0
15735437,5419853,0
16265368,13584811,1
14272447,8066955,0
17557385,4887430,0
12130410,7745827,0
8939224,10673300,1
6063757,6715106,0
2441429,16714910,0
8261946,7048159,1
5652551,3844583,1
15845372,1646301,0
3252572,935895,1
9702774,5661627,0
13266040,1533800,1
16753748,16141822,1
16902697,3295160,0
3953721,10153072,1
12576982,17557500,0
17553127,5634120,0
4934780,1058982,1
1462209,2539849,0
14511979,12079039,0
11750372,7013385,0
5734474,15311634,0
7771818,6888949,0
14646779,13849861,0
1308095,6692111,1
5588904,3347726,0
16014130,4606029,1
6600646,5931929,0
15093491,13165570,0
15908824,3664117,1
17226765,8773199,1
14948294,750908,0
6112898,7580769,1
12672585,15941456,0
2988658,4606551,0
15836509,7874669,1
14112116,12695628,0
17464291,6070183,0
124548,5528842,1
11818570,15583513,1
176258,10757160,1
7340081,4425616,0
16582204,15024553,0
15844689,7807098,0
2415928,12950786,0
7911779,5487545,0
14777019,5802163,0
11196718,13955538,0
11238258,2849538,1
435567,3185346,0
9664375,17144749,1
1725119,5444304,0
17382326,17269596,0
11363979,8047082,0
10661212,6138206,1
13432159,1240114,0
16903158,16433013,0
4574986,7365136,1
9605329,13573913,1
17557376,17557329,1
7911779,16020671,0
2370053,12488427,1
14144442,597957,0
3621209,14112116,0
6193430,11243732,1
13168860,6647917,1
13591891,7836074,0
17489426,7165571,0
12032083,2771427,0
17152931,15339324,0
484885,12976547,1
6047240,6770873,0
1019983,7606792,0
5152610,14792008,0
5791463,9678836,0
8544084,8083197,0
2527891,16997746,0
279375,13405969,0
6924285,16819828,0
2472339,1326723,0
10662075,16265368,0
10511352,15665407,1
9588903,15732747,0
1693307,9167762,0
14684031,17210515,0
14801286,786345,1
7874669,8417827,0
462169,3512929,1
8914941,13810315,0
